book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
Our Lady's Child,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Seven Ravens,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Elves,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Godfather Death,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Foundling-Bird,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Toad,Hans Christian Andersen,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Wolf and the Man,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Cunning Little Tailor,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Hattie Brown versus The Cloud Snatchers,Claire Harcup,קריינות: Rosie Akerman,ספר מוקלט,W. F. Howes Ltd,2020,ילדים,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2020",6שעות 13דקות
Pani Zima,Bracia Grimm,קריינות: Masza Bogucka,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,4.45,פולנית,"תאריך פרסום
ספר מוקלט: 12 באוקטובר 2020
ספר דיגיטלי: 10 ביוני 2020",31דקות
O wilku i siedmiu koźlątkach,Bracia Grimm,קריינות: Masza Bogucka,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,4.51,פולנית,"תאריך פרסום
ספר מוקלט: 12 באוקטובר 2020
ספר דיגיטלי: 1 באוקטובר 2020",8דקות
La tempesta - Giorgione,Pier Domenico Baccalario,קריינות: Riccardo Ricobello,ספר מוקלט,Emons Audiolibri,2020,ילדים,4.22,איטלקית,"תאריך פרסום
ספר מוקלט: 15 באוקטובר 2020",2שעות 50דקות
Il prigioniero nella pietra - Michelangelo,Daniele Nicastro,קריינות: Riccardo Ricobello,ספר מוקלט,Emons Audiolibri,2020,ילדים,4.36,איטלקית,"תאריך פרסום
ספר מוקלט: 15 באוקטובר 2020",3שעות 4דקות
Notre Vie Dans L'Au-Delà,Marlene Nobre,NaN,ספר דיגיטלי,FE Editora,2020,ילדים,0,צרפתית,"תאריך פרסום
ספר דיגיטלי: 29 בספטמבר 2020",NaN
Angry Birds. La película,Rovio Entertainment Corporation,קריינות: Edgar Puente,ספר מוקלט,Storyside,2020,ילדים,4.69,ספרדית,"תאריך פרסום
ספר מוקלט: 23 באוקטובר 2020",2שעות 45דקות
The Couch Potato,Jory John,קריינות: Kirby Heyborne,ספר מוקלט,HarperCollins,2020,ילדים,4.28,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בנובמבר 2020",9דקות
Love Monster and the Extremely Big Wave,Rachel Bright,קריינות: Sarah Hadland,ספר מוקלט,HarperCollinsChildren’sBooks,2021,ילדים,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בפברואר 2021",5דקות
Ballet Stories,Lisa Church,קריינות: Rebecca K. Reynolds,ספר מוקלט,Oasis Audio,2020,ילדים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 13 באוקטובר 2020",2שעות 16דקות
Das große Michael-Ende-Hörbuch,Michael Ende,קריינות: Otto Mellies,ספר מוקלט,Silberfisch,2015,ילדים,0,גרמנית,"תאריך פרסום
ספר מוקלט: 30 ביולי 2015",3שעות 59דקות
Young Rebels,Christine Knödler,"קריינות: Birte Schnöink, Julian Greis, Franziska Hartmann, Pascal Houdus",ספר מוקלט,Silberfisch,2020,ילדים,0,גרמנית,"תאריך פרסום
ספר מוקלט: 3 בספטמבר 2020",3שעות 39דקות
The Impossible Crime,Mac Barnett,קריינות: Mac Barnett,ספר מוקלט,"Dreamscape Media, LLC",2020,ילדים,4.65,אנגלית,"תאריך פרסום
ספר מוקלט: 1 באוקטובר 2020",1שעות 43דקות
Guinea Fowl on The Farm,Tamar Chachi-Baia de Santiago,קריינות: Robin MacGregor,ספר מוקלט,Tamar Chachi-Baia de Santiago,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 7 בספטמבר 2020",10דקות
Diary of an Odd Enderman Book 1: An Unofficial Minecraft Book,Mr. Crafty,קריינות: Steve Relish,ספר מוקלט,Kids Activity Publishing,2020,ילדים,4.48,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בספטמבר 2020",1שעות 16דקות
The Great Adventure of the Little Whale Sunny,Цветелина Спиридонова,קריינות: Петър Скип,ספר מוקלט,Кибеа,2020,ילדים,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 3 באוקטובר 2020",15דקות
Nei mari estremi,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,3,איטלקית,"תאריך פרסום
ספר מוקלט: 12 באוקטובר 2020",7דקות
Il gorgo della campana,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 12 באוקטובר 2020",11דקות
Le corse,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 12 באוקטובר 2020",9דקות
"Die Schule der kleinen Ponys, Teil 2: Wen hat hier der Hafer gestochen?",Anne Wolff,קריינות: Cathlen Gawlich,ספר מוקלט,Lübbe Audio,2020,ילדים,5,גרמנית,"תאריך פרסום
ספר מוקלט: 30 באוקטובר 2020",2שעות 13דקות
"Bajka o tym, jak Gucio, Leoś i Tadziu odneleźli rodzinę jeżyka Henryka",Ewa Ruszkiewicz,קריינות: Maciej Melcer,ספר מוקלט,"Niezależna Agencja Prasowa ""Obiektyw""",2020,ילדים,4.7,פולנית,"תאריך פרסום
ספר מוקלט: 10 בפברואר 2020",30דקות
"Der junge Sherlock Holmes, Folge 2: Die Königin der Ratten",Florian Fickel,"קריינות: Charles Rettinghaus, Dirk Petrick, Sebastian Fitzner, Roman Knižka",ספר מוקלט,Floff,2020,ילדים,5,גרמנית,"תאריך פרסום
ספר מוקלט: 13 בנובמבר 2020",56דקות
Roosevelt Banks Good-Kid-in-Training,Laurie Calkhoven,קריינות: Martie Miles,ספר מוקלט,Red Chair Press/One Elm Books,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 16 באוקטובר 2020",2שעות 4דקות
Caught in the Act,Joan Lowery Nixon,קריינות: Christina Moore,ספר מוקלט,"Recorded Books, Inc.",2020,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 13 באוקטובר 2020",4שעות 11דקות
How to Get Away with Myrtle,Elizabeth C. Bunce,קריינות: Bethan Rose Young,ספר מוקלט,"Recorded Books, Inc.",2020,ילדים,3,אנגלית,"תאריך פרסום
ספר מוקלט: 13 באוקטובר 2020",8שעות 10דקות
Hattie Brown versus the Elephant Captors,Claire Harcup,קריינות: Rosie Akerman,ספר מוקלט,W. F. Howes Ltd,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",5שעות 56דקות
Gilda Joyce and the Ladies of the Lake,Jennifer Allison,קריינות: Jessica Almasy,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 באפריל 2009",8שעות 1דקות
Sailing to Cythera,Nancy Willard,קריינות: Barbara Rosenblat,ספר מוקלט,"Recorded Books, Inc.",2008,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בדצמבר 2008",1שעות 50דקות
Too Many Tamales,Gary Soto,קריינות: Alma Cuervo,ספר מוקלט,"Recorded Books, Inc.",2008,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 7 בנובמבר 2008",9דקות
Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh,קריינות: Karen Zippler,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 במרץ 2009",58דקות
Silverwing,Kenneth Oppel,קריינות: John McDonough,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 29 במאי 2009",7שעות 49דקות
Monster Fish Frenzy,Kirk Scroggs,קריינות: Johnny Heller,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 8 במאי 2009",41דקות
The Boy Who Saved Baseball,John H. Ritter,קריינות: Robert Ramirez,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 במרץ 2009",6שעות 39דקות
Princess Plot,Kristen Boie,קריינות: Polly Lee,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 8 במאי 2009",10שעות 16דקות
Firewing,Kenneth Oppel,קריינות: John McDonough,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 22 במאי 2009",9שעות 39דקות
The Pinballs,Betsy Byars,קריינות: Christina Moore,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 במרץ 2009",2שעות 46דקות
Dracula vs. Granpa at the Monster Truck Spectacular,Kirk Scroggs,קריינות: Johnny Heller,ספר מוקלט,"Recorded Books, Inc.",2008,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 28 בנובמבר 2008",35דקות
Gilda Joyce: The Dead Drop,Jennifer Allison,קריינות: Jessica Almasy,ספר מוקלט,"Recorded Books, Inc.",2009,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 8 במאי 2009",7שעות 10דקות
Five Little Peppers and How They Grew,Margaret Sidney,קריינות: Rebecca K. Reynolds,ספר מוקלט,Oasis Audio,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",1שעות 52דקות
Wakacje u dziadków,Magdalena Zarębska,קריינות: Dominika Kluźniak,ספר מוקלט,Wydawnictwo BIS,2020,ילדים,4.72,פולנית,"תאריך פרסום
ספר מוקלט: 24 בספטמבר 2020",1שעות 28דקות
The Handball Player #1: A Tough Match,Lise Bidstrup,NaN,ספר דיגיטלי,Tellerup,2020,ילדים,3,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Handball Player #3: A Good Day,Lise Bidstrup,NaN,ספר דיגיטלי,Tellerup,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
The Handball Player #2: Alex Is Hurt,Lise Bidstrup,NaN,ספר דיגיטלי,Tellerup,2020,ילדים,3.5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 באוקטובר 2020",NaN
Złota karawela,Elżbieta Wojnarowska,קריינות: Gabriela Jaskuła,ספר מוקלט,Storybox,2020,ילדים,4.17,פולנית,"תאריך פרסום
ספר מוקלט: 5 באוקטובר 2020",2שעות 54דקות
Panienka z okienka,Deotyma,קריינות: Oskar Winiarski,ספר מוקלט,Storybox,2020,ילדים,4.75,פולנית,"תאריך פרסום
ספר מוקלט: 5 באוקטובר 2020",9שעות 51דקות
"Ida i Filip, przyjaciel koni",Magdalena Zarębska,קריינות: Lena Schimscheiner,ספר מוקלט,Storybox,2020,ילדים,4.86,פולנית,"תאריך פרסום
ספר מוקלט: 5 באוקטובר 2020",2שעות 57דקות
Il ragazzaccio,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",6דקות
Penna e calamaio,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,5,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",7דקות
Cinque in un baccello,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,3,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",10דקות
Quel che fa il babbo è sempre ben fatto,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",14דקות
Galletto Massaro e Galletto Banderuola,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",7דקות
I fidanzati,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",6דקות
La gara di salto,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",5דקות
Vero verissimo!,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,4,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",7דקות
Il rospo,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",21דקות
Il piccolo Tuk,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",13דקות
C'è differenza,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,0,איטלקית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",10דקות
L'ultima perla,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,4,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",7דקות
La nonna,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,4,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",5דקות
L'angelo,Hans Christian Andersen,קריינות: Luciano Caratto,ספר מוקלט,SAGA Egmont,2020,ילדים,3,איטלקית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",7דקות
Ole Lukoie,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,2,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 26 ביוני 2020",22דקות
The Candles,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,4.33,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 29 ביוני 2020",5דקות
Little Tuk,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 26 ביוני 2020",8דקות
The Bell,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",12דקות
A Story,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 29 ביוני 2020",12דקות
Pen and Inkstand,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 29 ביוני 2020",5דקות
Little Ida's Flowers,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 12 במרץ 2020",15דקות
Holger Danske,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 12 במרץ 2020",11דקות
The Daisy,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",8דקות
The Buckwheat,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 12 במרץ 2020",4דקות
Clumsy Hans,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 29 ביוני 2020",9דקות
Little Claus and Big Claus,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,3,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",23דקות
The Angel,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020
ספר דיגיטלי: 26 ביוני 2020",6דקות
Angry Birds: Wreck the halls,Tomi Kontio,קריינות: Jared Zeus,ספר מוקלט,Storyside,2020,ילדים,4.21,אנגלית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2020",17דקות
Shadows,Dee Phillips,NaN,ספר דיגיטלי,Straarup & Co,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
Grace,Dee Phillips,NaN,ספר דיגיטלי,Straarup & Co,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
Makers,Dee Phillips,NaN,ספר דיגיטלי,Straarup & Co,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
Aliix,Dee Phillips,NaN,ספר דיגיטלי,Straarup & Co,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
Origins,Dee Phillips,NaN,ספר דיגיטלי,Straarup & Co,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 6 באוקטובר 2020",NaN
The Darning Needle,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020
ספר דיגיטלי: 12 במרץ 2020",7דקות
The Galoshes of Fortune,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020
ספר דיגיטלי: 26 ביוני 2020",56דקות
Grandmother,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020
ספר דיגיטלי: 26 ביוני 2020",5דקות
The Farmyard Cock and the Weathercock,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",5דקות
The Elder-Tree Mother,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",17דקות
The Drop of Water,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",3דקות
The Elf Mound,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",15דקות
The Garden of Paradise,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020
ספר דיגיטלי: 29 ביוני 2020",31דקות
The Girl Who Trod on the Loaf,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט בנוסף ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020
ספר דיגיטלי: 29 ביוני 2020",17דקות
The Fir Tree,Hans Christian Andersen,קריינות: Alex Lehman,ספר מוקלט,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",19דקות
Willow Takes The Stage,Elina Rouhiainen,קריינות: Stephanie Cannon,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2020,ילדים,4.3,אנגלית,"תאריך פרסום
ספר מוקלט: 9 באוקטובר 2020
ספר דיגיטלי: 9 באוקטובר 2020",1שעות 27דקות
Dahlia and The Ultimate Invention,Jojo Gillespie,קריינות: Stephanie Cannon,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2020,ילדים,4.06,אנגלית,"תאריך פרסום
ספר מוקלט: 16 באוקטובר 2020
ספר דיגיטלי: 16 באוקטובר 2020",1שעות 30דקות
Luca's Lost Voice,Paula Noronen,קריינות: Stephanie Cannon,ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2020,ילדים,4.74,אנגלית,"תאריך פרסום
ספר מוקלט: 23 באוקטובר 2020
ספר דיגיטלי: 23 באוקטובר 2020",1שעות 37דקות
Mommy's Khimar,Jamilah Thompkins-Bigelow,קריינות: Robin Eller,ספר מוקלט,"Dreamscape Media, LLC",2020,ילדים,1,אנגלית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2020",10דקות
Code Name Bananas,David Walliams,"קריינות: David Walliams, Adjoa Andoh, Wayne Forester, Nitin Ganatra, Toby Jones, Nina Wadia, Peter Serafinowicz, Sarah Alexander, Genevieve Gaunt",ספר מוקלט,HarperCollinsChildren’sBooks,2020,ילדים,4.66,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בנובמבר 2020",6שעות 12דקות
Poland by Camper. Part 1,Anna Jurczyńska,קריינות: Marcel Ksiazek,ספר מוקלט,Fenek.pl,2020,ילדים,4.29,אנגלית,"תאריך פרסום
ספר מוקלט: 8 באוקטובר 2020",1שעות 47דקות
Moon Dog,Jane Elson,קריינות: Kathryn Drysdale,ספר מוקלט,W. F. Howes Ltd,2020,ילדים,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 22 באוקטובר 2020",4שעות 35דקות
Recipe for Disaster,Jim Benton,קריינות: Michelle O. Medlin,ספר מוקלט,"Recorded Books, Inc.",2020,ילדים,4.53,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",48דקות
"Robin Hood, the One Who Looked Good in Green",Wendy Mass,"קריינות: Suzy Jackson, Rob Dircks",ספר מוקלט,"Recorded Books, Inc.",2020,ילדים,1,אנגלית,"תאריך פרסום
ספר מוקלט: 20 באוקטובר 2020",6שעות 5דקות
The Mystery of the Birthday Basher,Amirah Kassem,NaN,ספר דיגיטלי,Amulet Books,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 13 באוקטובר 2020",NaN
The Brave Little Tailor,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
Little Red Riding Hood,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
Fitcher's Bird,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
The Juniper-Tree,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
Rumpelstiltskin,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
"The Singing, Springing Lark",Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
The Blue Light,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
The Four Skillful Brothers,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
"One-Eye, Two-Eyes, and Three-Eyes",Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
Iron John,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
The Goose-Girl at the Well,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
Eve's Various Children,Brothers Grimm,NaN,ספר דיגיטלי,SAGA Egmont,2020,ילדים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 26 באוקטובר 2020",NaN
"O chłopcu, który spotkał anioła - Ewangeliczne przygody Daniela",Karolina Garlej-Zgorzelska,קריינות: Karolina Garlej-Zgorzelska,ספר מוקלט בנוסף ספר דיגיטלי,Psalm18.pl,2020,ילדים,4.65,פולנית,"תאריך פרסום
ספר מוקלט: 15 באוקטובר 2020
ספר דיגיטלי: 20 בפברואר 2020",1שעות 42דקות
Freche Mädchen: Die Wilden Rosen: Jungs-Alarm?!,Bianka Minte-König,קריינות: Corinna Dorenkamp,ספר מוקלט,Kids Audio,2020,ילדים,5,גרמנית,"תאריך פרסום
ספר מוקלט: 30 באוקטובר 2020",4שעות 19דקות
