book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
Foxglove Manor (Vol. 1-3),Robert Williams Buchanan,No announcer,2,117,2020.0,8,0.0,1,2020-08-29,1003,0.0,0.0
Das Tagebuch eines Irren,Walther Kabel,No announcer,2,460,2020.0,8,0.0,3,2020-09-10,991,0.0,0.0
The Brushwood Boy,Rudyard Kipling, Liam Neely,0,6,2020.0,8,4.0,1,2020-09-14,987,31.0,1.0
My First Summer in the Sierra,John Muir, Adrian Praetzellis,0,6,2020.0,8,0.0,1,2020-09-14,987,7.0,7.0
A Thousand Mile Walk to the Gulf,John Muir, Mary Ann Spiegel,0,6,2020.0,8,5.0,1,2020-09-14,987,4.0,4.0
The Fortunate Foundlings,Eliza Haywood, Helen Taylor,0,6,2020.0,8,3.0,1,2020-09-15,986,24.0,10.0
Middlemarch - A Study of Provincial Life,George Eliot,No announcer,2,170,2020.0,8,0.0,1,2020-07-31,1032,0.0,0.0
The Legacy of Cain,Wilkie Collins,No announcer,2,276,2020.0,8,0.0,1,2020-09-01,1000,0.0,0.0
The Guilty River,Wilkie Collins,No announcer,2,276,2020.0,8,0.0,1,2020-09-01,1000,0.0,0.0
Little Novels,Wilkie Collins,No announcer,2,276,2020.0,8,0.0,1,2020-09-01,1000,0.0,0.0
Blind Love,Wilkie Collins,No announcer,2,276,2020.0,8,0.0,1,2020-09-01,1000,0.0,0.0
The Temptress,William Le Queux, Stefan Rudnicki,0,32,2020.0,8,0.0,1,2020-09-01,1000,19.0,9.0
Martin Chuzzlewit,Charles Dickens, Frederick Davidson,0,32,2008.0,8,4.5,1,2008-07-31,5415,36.0,35.0
La felicidad conyugal,Léon Tolstoï,No announcer,2,1000,2020.0,8,4.0,6,2020-09-01,1000,0.0,0.0
Kuźnia głupców,Ewa Siarkiewicz, Katarzyna Tokarczyk,1,6,2020.0,8,4.17,5,2020-09-14,987,9.0,10.0
The Fall of The House of Usher,Edgar Allan Poe, Tony Walker,0,38,2020.0,8,3.93,1,2020-08-30,1002,49.0,0.0
In the Sweet Dry and Dry,Christopher Morley, Daryl Wor,0,6,2020.0,8,0.0,1,2020-09-18,983,52.0,2.0
Parnassus on Wheels,Christopher Morley, Dawn Larsen,0,6,2020.0,8,4.0,1,2020-09-18,983,46.0,3.0
El Arte de la Guerra,Sun Tzu,No announcer,2,6,2021.0,8,4.5,6,2021-02-16,832,0.0,0.0
La Vuelta al Mundo en 80 Días,Jules Verne,No announcer,2,6,2021.0,8,0.0,6,2021-02-16,832,0.0,0.0
El Conde de Montecristo,Alexandre Dumas,No announcer,2,6,2021.0,8,5.0,6,2021-02-16,832,0.0,0.0
20.000 l. de viaje submarino,Jules Verne,No announcer,2,6,2020.0,8,0.0,6,2020-09-18,983,0.0,0.0
Raggio d'oro,Jack London, Roberto Arricale,0,6,2020.0,8,3.67,4,2020-09-18,983,32.0,8.0
Eine Weihnachtsgeschichte,Charles Dickens, David Nathan,0,155,2020.0,8,4.77,3,2020-10-30,941,19.0,3.0
Der kleine Lord,Frances Hodgson Burnett, Frank Stöckle,0,155,2020.0,8,4.67,3,2020-10-02,969,12.0,5.0
Hörvergnügen mit Gert Westphal,Theodor Fontane, Gert Westphal,0,142,2020.0,8,5.0,3,2020-09-04,997,18.0,1.0
Best Of Franz Kafka,Franz Kafka," Gustaf Gründgens, Klaus Kammer, Ulrich Wildgruber, Helmuth Lohner",0,142,2020.0,8,2.0,3,2020-09-04,997,37.0,2.0
Unterm Birnbaum,Theodor Fontane, Gert Westphal,0,142,2020.0,8,0.0,3,2020-09-04,997,54.0,3.0
El Club de los Suicidas,Robert Louis Stevenson, Franco Patiño,0,844,2020.0,8,3.41,6,2020-09-04,997,7.0,3.0
Diary of a Madman,Nikolai Gogol, Denis Daly,0,29,2020.0,8,4.45,1,2020-07-01,1062,59.0,0.0
"The Complete Little Women: Little Women, Good Wives, Little Men, Jo's Boys",Louisa May Alcott,No announcer,2,147,2020.0,8,0.0,1,2020-09-06,995,0.0,0.0
War and Peace,Leo Tolstoy,No announcer,2,147,2020.0,8,0.0,1,2020-09-06,995,0.0,0.0
"As the Crow Flies ""International Edition""",Craig Johnson, Barbara Rosenblat,0,5,2020.0,8,4.12,1,2020-09-01,1000,25.0,9.0
The Complete Works of F. Scott Fitzgerald,F. Scott Fitzgerald,No announcer,2,147,2020.0,8,0.0,1,2020-09-07,994,0.0,0.0
Almas muertas,Nikolai Gogol,No announcer,2,362,2020.0,8,0.0,6,2020-09-14,987,0.0,0.0
El cántaro roto / El terremoto en Chile / La marquesa de O...,Heinrich von Kleist,No announcer,2,362,2020.0,8,3.0,6,2020-09-14,987,0.0,0.0
Les Misérables,Victor Hugo, Frederick Davidson,0,32,2010.0,8,3.88,1,2010-01-26,4871,4.0,12.0
The Treasure Train,Arthur B. Reeve, Stefan Rudnicki,0,32,2020.0,8,0.0,1,2020-09-08,993,25.0,8.0
Entremeses de Cervantes,Miguel De Cervantes-Saavedra," Francisco Rivela, Eva Cristina Vazquez, Jose Oliveras, Wanda Arriaga, Adriana Sananes, Juan Villarreal, Fermin Suarez",0,5,2007.0,8,3.67,6,2007-09-30,5720,38.0,2.0
Gulliver's Travels,Jonathan Swift, Norman Dietz,0,5,2008.0,8,3.29,1,2008-02-21,5576,21.0,10.0
The Castle,Franz Kafka, George Guidall,0,5,2008.0,8,3.57,1,2008-02-04,5593,50.0,11.0
Oscar Wilde: Collected Stories,Oscar Wilde, Frank Muller,0,5,2008.0,8,4.5,1,2008-02-04,5593,23.0,4.0
Little Women,Louisa May Alcott, Barbara Caruso,0,5,2006.0,8,4.21,1,2006-07-18,6159,38.0,19.0
Le avventure di Pinocchio,Carlo Collodi, Valentina Veratrini,0,1131,2020.0,8,4.25,4,2020-09-09,992,12.0,5.0
Buchmendel,Stefan Zweig, Bettina Radener,0,158,2020.0,8,0.0,3,2020-11-01,939,10.0,1.0
The Magnificent Ambersons,Booth Tarkington, Jeannie,0,6,2020.0,8,4.0,1,2020-10-05,966,10.0,9.0
Die Gouvernante,Stefan Zweig, Bettina Radener,0,158,2020.0,8,5.0,3,2020-11-01,939,39.0,0.0
Czwarty kąt trójkąta,Ewa Siarkiewicz, Katarzyna Tokarczyk,1,6,2020.0,8,3.83,5,2020-09-21,980,22.0,9.0
Drei Schwestern,Anton Tschechow, Sven Görtz,0,873,2020.0,8,0.0,3,2020-09-18,983,16.0,3.0
Il nostro comune amico,Charles Dickens,No announcer,2,6,2020.0,8,0.0,4,2020-09-25,976,0.0,0.0
Orlando furioso,Ludovico Ariosto,No announcer,2,6,2020.0,8,0.0,4,2020-09-25,976,0.0,0.0
Il duello,Giacomo Casanova,No announcer,2,6,2020.0,8,0.0,4,2020-09-25,976,0.0,0.0
La capanna dello zio Tom,Harriet Beecher Stowe,No announcer,2,6,2020.0,8,5.0,4,2020-09-25,976,0.0,0.0
Le avventure di Nicola Nickleby,Charles Dickens,No announcer,2,6,2020.0,8,0.0,4,2020-09-25,976,0.0,0.0
Cantico di Natale,Charles Dickens,No announcer,2,6,2020.0,8,0.0,4,2020-09-25,976,0.0,0.0
I Viceré,Federico de Roberto,No announcer,2,6,2020.0,8,0.0,4,2020-09-25,976,0.0,0.0
Ein unverdienter Tod,William Wilkie Collins,No announcer,2,460,2020.0,8,0.0,3,2020-09-23,978,0.0,0.0
The Island of Dr. Moreau,H.G. Wells," Geoffrey Giuliano, The Icon Players",0,38,2020.0,8,3.71,1,2020-09-08,993,57.0,4.0
"Harriet Beecher-Stowe, Onkel Toms Hütte",Kurt Vethake," Peter Schiff, Eberhard Krug, Heinz Rabe, Gaby Gasser, Hans Mahlau, Margarethe Schön, Christine Schwarze, Detlef Eckstein, Gerda Meissner",0,53,2017.0,8,0.0,3,2017-12-15,1991,50.0,0.0
The Wife,Anton Chekhov,No announcer,2,6,2020.0,8,4.5,1,2020-09-28,973,0.0,0.0
The Teacher of Literature,Anton Chekhov,No announcer,2,6,2020.0,8,0.0,1,2020-09-28,973,0.0,0.0
The Captain's Daughter,Aleksandr Pushkin,No announcer,2,6,2020.0,8,0.0,1,2020-09-28,973,0.0,0.0
Il partigiano Johnny. Postfazione di Marisa Fenoglio,Beppe Fenoglio, Giorgio Marchesi,0,72,2020.0,8,4.3,4,2020-10-01,970,43.0,19.0
Fenitschka,Lou Andreas-Salomé, Viola Gräfenstein,0,925,2020.0,8,0.0,3,2020-09-18,983,29.0,2.0
The Call of the Wild: The Original Classic Novel,Jack London,No announcer,2,147,2020.0,8,0.0,1,2020-09-13,988,0.0,0.0
Der Leuchtturm am Ende der Welt,Jules Verne,No announcer,2,460,2020.0,8,0.0,3,2020-09-25,976,0.0,0.0
Mansfield Park,Jane Austen,No announcer,2,460,2020.0,8,0.0,3,2020-09-25,976,0.0,0.0
Маленькие женщины. Тетралогия,Луиза Мэй Олкотт,No announcer,2,1132,2020.0,8,3.5,2,2020-09-17,984,0.0,0.0
Взрослая жизнь,Луиза Мэй Олкотт,No announcer,2,434,2020.0,8,5.0,2,2020-09-17,984,0.0,0.0
Live By The Gun,Wayne Barton & Stan Williams, Justin Spencer,0,479,2020.0,8,0.0,1,2020-08-06,1026,2.0,7.0
Wspomnienia z martwego domu,Fiodor Dostojewski, Adrian Chimiak,1,27,2020.0,8,4.13,5,2020-09-19,982,48.0,7.0
Pieśń o Rolandzie,nieznany, Oskar Winiarski,0,27,2020.0,8,3.73,5,2020-09-20,981,11.0,4.0
Dr. Norden Extra 17 – Arztroman,Patricia Vandenberg,No announcer,2,1133,2020.0,8,0.0,3,2020-09-15,986,0.0,0.0
Charles Dickens in America,William Glyde Wilkins,No announcer,2,276,2020.0,8,0.0,1,2020-09-15,986,0.0,0.0
El Lazarillo de Tormes/ Rinconete y Cortadillo,Miguel De Cervantes-Saavedra, Francisco Rivela,0,5,2008.0,8,2.71,6,2008-07-31,5415,33.0,4.0
The Song of the Lark,Willa Cather, Barbara Caruso,0,5,2008.0,8,0.0,1,2008-05-09,5498,24.0,15.0
The Trial,Franz Kafka, George Guidall,0,5,2008.0,8,4.47,1,2008-03-11,5557,56.0,7.0
The Warden,Anthony Trollope, Margaret Hilton,0,5,2008.0,8,4.0,1,2008-03-10,5558,42.0,7.0
The Vicar of Wakefield,Oliver Goldsmith, Patrick Tull,0,5,2008.0,8,4.0,1,2008-03-11,5557,22.0,7.0
That Pig of a Morin,Guy de Maupassant,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
Five Weeks in a Balloon,Jules Verne,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
May Day,F. Scott Fitzgerald,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Gambler,Fyodor Dostoevsky,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
Beside Schopenhauer's Corpse,Guy de Maupassant,No announcer,2,6,2020.0,8,4.0,1,2020-09-29,972,0.0,0.0
A Tale of a Tub,Jonathan Swift,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
A Little Hero,Fyodor Dostoevsky,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Prince and the Pauper,Mark Twain,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
Polzunkov,Fyodor Dostoevsky,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
Bel-Ami,Guy de Maupassant,No announcer,2,6,2020.0,8,5.0,1,2020-09-29,972,0.0,0.0
The Adventure of the Bruce-Partington Plans,Arthur Conan Doyle,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Boscombe Valley Mystery,Arthur Conan Doyle,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Crimson Circle,Edgar Wallace,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Adventure of the Lion's Mane,Arthur Conan Doyle,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Adventure of the Second Stain,Arthur Conan Doyle,No announcer,2,6,2020.0,8,0.0,1,2020-09-29,972,0.0,0.0
The Great Gatsby,F. Scott Fitzgerald,No announcer,2,6,2021.0,8,3.4,1,2021-01-01,878,0.0,0.0
War and Peace,Leo Tolstoy,No announcer,2,170,2020.0,8,0.0,1,2020-09-08,993,0.0,0.0
Anna Karenina,Leo Tolstoy,No announcer,2,170,2020.0,8,4.0,1,2020-09-08,993,0.0,0.0
Radosna wyliczanka zbrodni z nożownikiem w tle,Paweł Szlachetko, Karol Kunysz,1,6,2020.0,8,4.03,5,2020-09-28,973,24.0,7.0
La casa maldita,H.P. Lovecraft,No announcer,2,1000,2020.0,8,5.0,6,2020-09-15,986,0.0,0.0
Dr. Norden Extra 4 – Arztroman,Patricia Vandenberg,No announcer,2,1133,2020.0,8,0.0,3,2020-03-17,1168,0.0,0.0
Quasikristalle,Eva Menasse," Peter Matic', Michael Rotschopf",0,45,2013.0,8,4.0,3,2013-03-07,3735,32.0,9.0
Emma,Jane Austen, Eva Mattes,1,45,2012.0,8,4.25,3,2012-08-23,3931,2.0,17.0
The Pickwick Papers,Charles Dickens, Patrick Tull,0,5,2007.0,8,4.27,1,2007-10-15,5705,40.0,30.0
Knallkopf Wilson,Mark Twain, Heikko Deutschmann,0,31,2010.0,8,5.0,3,2010-04-30,4777,16.0,6.0
Un viaje de novios,Emilia Pardo Bazan,No announcer,2,6,2020.0,8,0.0,6,2020-10-05,966,0.0,0.0
El cisne de Vilamorta,Emilia Pardo Bazan,No announcer,2,6,2021.0,8,0.0,6,2021-02-16,832,0.0,0.0
Kochanek Wielkiej Niedźwiedzicy,Sergiusz Piasecki, Jacek Rozenek,0,187,2020.0,8,4.57,5,2020-09-19,982,50.0,14.0
"Hammer of The Gods: Children of Odin, Legends of The Old Norse",Padraic Colum, Geoffrey Giuliano and the Icon Players,0,38,2020.0,8,0.0,1,2020-09-12,989,10.0,6.0
A Washington Irving Collection of Short Stories,Washington Irving, Michael Ward,0,38,2020.0,8,0.0,1,2020-09-14,987,30.0,2.0
Dubliners,James Joyce, Mat Atkinson,0,38,2020.0,8,2.0,1,2020-02-09,1205,37.0,6.0
Das ist bei uns nicht möglich,Sinclair Lewis, Frank Arnold,0,1134,2017.0,8,0.0,3,2017-04-28,2222,35.0,15.0
The Road to Oz,L. Frank Baum, Geoffrey and Eden Giuliano,0,38,2020.0,8,0.0,1,2020-09-15,986,43.0,4.0
The Little Mermaid: The Classic Danish Fairytale,Rachel Louise Lawrence, Savy Des-Etages,0,1135,2020.0,8,4.0,1,2020-09-16,985,55.0,0.0
Don Juan in Hell,George Bernard Shaw, Geoffrey Giuliano and the Icon Players,0,38,2020.0,8,4.5,1,2020-09-17,984,7.0,2.0
Robinson Crusoe,Daniel Dafoe, Ralf Steuernagel,0,59,2012.0,8,0.0,3,2012-06-29,3986,21.0,3.0
Das Bildnis des Dorian Gray - Sonderausgabe,Oscar Wilde, Jan Josef Liefers,0,45,2012.0,8,4.33,3,2012-08-23,3931,12.0,9.0
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson, Greg Wagland,0,182,2015.0,8,4.0,1,2015-05-01,2950,49.0,2.0
Der arme Spielmann,Franz Grillparzer, Schauspieler des Wiener Burgtheaters,0,31,2008.0,8,0.0,3,2008-11-29,5294,58.0,1.0
A Christmas Carol,Charles Dickens, Greg Wagland,0,182,2015.0,8,4.83,1,2015-05-01,2950,14.0,3.0
Geschichte eines Genies,Arthur Schnitzler, Heikko Deutschmann,0,155,2014.0,8,5.0,3,2014-09-09,3184,7.0,0.0
Das Haus,Christian Morgenstern, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,4.0,0.0
Das Vermächtnis (Eine Legende),Christian Morgenstern, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,4.0,0.0
Ein Philosoph,Christian Morgenstern, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,4.0,0.0
Akim Akimytsch's Weihnachten,Fjodor Dostojewski, Ulrike Hübschmann,0,155,2014.0,8,5.0,3,2014-09-09,3184,8.0,0.0
Pfingsten 1896,Franz Hessel, Christian Berkel,0,155,2014.0,8,0.0,3,2014-09-09,3184,5.0,0.0
Ich sollte also nicht mehr rauchen?,Friedrich Hebbel, Konrad Beikircher,0,155,2014.0,8,0.0,3,2014-09-09,3184,5.0,0.0
"Eine großmütige Handlung, aus der neuesten Geschichte",Friedrich Schiller, Christian Berkel,0,155,2014.0,8,0.0,3,2014-09-09,3184,7.0,0.0
The Murders in the Rue Morgue,Edgar Allan Poe, Gordon Griffin,0,1136,2019.0,8,0.0,1,2019-09-20,1347,13.0,1.0
Weihnachten in Cochinchina,Joseph Roth, Walter Kreye,0,155,2014.0,8,0.0,3,2014-09-09,3184,9.0,0.0
Über die allmähliche Verfertigung der Gedanken beim Reden,Heinrich von Kleist, Sander Otto,0,155,2014.0,8,0.0,3,2014-09-09,3184,16.0,0.0
Die Katz,Kurt Tucholsky, Walter Kreye,0,155,2014.0,8,5.0,3,2014-09-09,3184,6.0,0.0
Gespräch mit dem Osterhasen,Kurt Tucholsky, Christian Berkel,0,155,2014.0,8,5.0,3,2014-09-09,3184,7.0,0.0
Himmlische Nothilfe,Kurt Tucholsky, Stefan Kaminski,0,155,2014.0,8,2.0,3,2014-09-09,3184,5.0,0.0
Im Tunnel,Kurt Tucholsky, Konrad Beikircher,0,155,2014.0,8,0.0,3,2014-09-09,3184,5.0,0.0
Neues Leben,Kurt Tucholsky, Johannes Steck,0,155,2014.0,8,0.0,3,2014-09-09,3184,5.0,0.0
"Was tun Frauen, bevor sie ausgehen?",Kurt Tucholsky," Heikko Deutschmann, Andrea Sawatzki",0,155,2014.0,8,3.0,3,2014-09-09,3184,4.0,0.0
Der reuige Sünder,Lew Tolstoi, Christian Rode,0,155,2014.0,8,0.0,3,2014-09-09,3184,7.0,0.0
Der zweideutige Regenschirm,Moritz Gottlieb Saphir, Konrad Beikircher,0,155,2014.0,8,0.0,3,2014-09-09,3184,8.0,0.0
Das Märchen von Hyazinth und Rosenblütchen,Novalis, Anna Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,9.0,0.0
Weihnachten auf Vaters Gut: Auszug aus: Memoiren eines Revolutionärs,Pjotr Kropotkin, Christian Rode,0,155,2014.0,8,0.0,3,2014-09-09,3184,6.0,0.0
Großmutters Weihnachtsgeschichte,Selma Lagerlöf, Doris Wolters,0,155,2014.0,8,0.0,3,2014-09-09,3184,8.0,0.0
Christwochen-Aufführungen: Auszug aus: Familienchronik,Sergei Aksakow, Christian Rode,0,155,2014.0,8,0.0,3,2014-09-09,3184,6.0,0.0
Der enthüllte Osterhase oder Kleine Versteck-Lehre,Walter Benjamin, Andrea Sawatzki,0,155,2014.0,8,0.0,3,2014-09-09,3184,4.0,0.0
Endlich Eislaufen: (Auszug aus: Die Geschichte meines Zeitgenossen),Wladimir Korolenko, Christian Rode,0,155,2014.0,8,0.0,3,2014-09-09,3184,4.0,0.0
Weihnachten bei den Alten,Joseph Roth, Christian Berkel,0,155,2014.0,8,0.0,3,2014-09-09,3184,4.0,0.0
Verstand und Gefühl - Sonderedition,Jane Austen, Eva Mattes,0,45,2012.0,8,4.86,3,2012-11-23,3839,54.0,12.0
"Italo Svevo: Opere Complete - Romanzi, Racconti e Frammenti",Italo Svevo,No announcer,2,492,2020.0,8,0.0,4,2020-09-19,982,0.0,0.0
I promessi sposi,Alessandro Manzoni,No announcer,2,492,2020.0,8,0.0,6,2020-09-19,982,0.0,0.0
F. Scott Fitzgerald: Complete Works,F. Scott Fitzgerald,No announcer,2,923,2020.0,8,0.0,1,2020-09-19,982,0.0,0.0
Julio Camba: Obras 1916-1923,Julio Camba,No announcer,2,923,2020.0,8,0.0,6,2020-09-19,982,0.0,0.0
Las Grandes Novelas de Joseph Conrad,Joseph Conrad,No announcer,2,923,2020.0,8,0.0,6,2020-09-19,982,0.0,0.0
The Age of Innocence,Edith Wharton,No announcer,2,923,2020.0,8,0.0,1,2020-09-19,982,0.0,0.0
Grazia Deledda: Opere complete di prosa e poesia,Grazia Deledda,No announcer,2,492,2020.0,8,0.0,4,2020-09-19,982,0.0,0.0
Edith Wharton: Complete Works,Edith Wharton,No announcer,2,923,2020.0,8,0.0,1,2020-09-19,982,0.0,0.0
Heart of Darkness,Joseph Conrad, Greg Wagland,0,182,2015.0,8,3.46,1,2015-05-01,2950,24.0,4.0
Heart of Darkness and A Personal Record,Joseph Conrad, Greg Wagland,0,182,2015.0,8,0.0,1,2015-05-01,2950,9.0,9.0
Six Short Stories,Joseph Conrad, Greg Wagland,0,182,2015.0,8,0.0,1,2015-05-01,2950,10.0,7.0
"Ja, das möchste …",Kurt Tucholsky, Katharina Thalbach,0,155,2014.0,8,2.0,3,2014-11-07,3125,15.0,1.0
Stolz und Vorurteil,Jane Austen, Eva Mattes,0,45,2013.0,8,4.61,3,2013-01-21,3780,46.0,12.0
Mit Rainer Maria Rilke durch das Jahr,Rainer Maria Rilke, Christian Berkel,0,155,2015.0,8,0.0,3,2015-02-24,3016,29.0,2.0
Rheinsberg,Kurt Tucholsky, Anna Thalbach,0,45,2014.0,8,0.0,3,2014-03-27,3350,19.0,1.0
Schloss Gripsholm,Kurt Tucholsky, Manfred Zapatka,0,45,2014.0,8,0.0,3,2014-03-27,3350,30.0,4.0
Der Fliegende Holländer,Heinrich Heine, Christian Berkel,0,155,2014.0,8,0.0,3,2014-09-09,3184,9.0,0.0
Max Stolprian,Heinrich Zschokke, Heikko Deutschmann,0,155,2014.0,8,0.0,3,2014-09-09,3184,9.0,0.0
Der goldene Schlüssel,Jacob Grimm, Andrea Kathrin Loewig,0,155,2014.0,8,0.0,3,2014-09-09,3184,1.0,0.0
Der ehrliche Seemann,Joachim Ringelnatz, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,2.0,0.0
Der Wunderbrunnen,Joachim Ringelnatz, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,7.0,0.0
Die wilde Miss vom Ohio,Joachim Ringelnatz, Christian Berkel,0,155,2014.0,8,0.0,3,2014-09-09,3184,7.0,0.0
Ostermärchen,Joachim Ringelnatz, Janina Sachau,0,155,2014.0,8,0.0,3,2014-09-09,3184,6.0,0.0
Der Vater und der Sohn,Johann Peter Hebel, Konrad Beikircher,0,155,2014.0,8,2.0,3,2014-09-09,3184,0.0,0.0
Kannitverstan,Johann Peter Hebel, Konrad Beikircher,0,155,2014.0,8,0.0,3,2014-09-09,3184,6.0,0.0
Unverhofftes Wiedersehen,Johann Peter Hebel, Andrea Sawatzki,0,155,2014.0,8,0.0,3,2014-09-09,3184,5.0,0.0
Drei Wünsche,Johann Peter Hebel, Konrad Beikircher,0,155,2014.0,8,0.0,3,2014-09-09,3184,6.0,0.0
Wallenstein,Friedrich Schiller, Schauspieler des Wiener Burgtheaters,0,31,2009.0,8,0.0,3,2009-11-14,4944,13.0,2.0
Die neuen Lumpen,Joachim Ringelnatz, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,13.0,0.0
Die Krokusgeheimnisse oder Die Prinzipien,Joachim Ringelnatz, Anna Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,15.0,0.0
Der Weihnachtsmarkt,Julius Stinde, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,13.0,0.0
Der Buchstabe G,Kurt Tucholsky, Katharina Thalbach,0,155,2014.0,8,0.0,3,2014-09-09,3184,14.0,0.0
Northanger Abbey,Jane Austen, Eva Mattes,0,45,2013.0,8,4.43,3,2013-04-12,3699,40.0,8.0
Vatermord,Péter Nádas, Ulrich Matthes,0,45,2013.0,8,5.0,3,2013-04-12,3699,21.0,12.0
Skizze der Vergangenheit,Virginia Woolf, Sophie Rois,0,45,2013.0,8,0.0,3,2013-04-12,3699,54.0,3.0
Das Geschenk der zwei Weisen,O. Henry, Eva Matthes,0,155,2014.0,8,5.0,3,2014-09-09,3184,15.0,0.0
Mansfield Park,Jane Austen, Eva Mattes,0,45,2014.0,8,4.75,3,2014-09-25,3168,15.0,17.0
The Count of Monte Cristo,Alexandre Dumas,No announcer,2,147,2020.0,8,0.0,1,2020-09-19,982,0.0,0.0
The Wind,Dorothy Scarborough,No announcer,2,520,2021.0,8,0.0,1,2021-01-01,878,0.0,0.0
The Great Gatsby,F. Scott Fitzgerald,No announcer,2,520,2021.0,8,4.0,1,2021-01-01,878,0.0,0.0
Don Quijote de la Mancha para jóvenes (Adaptación),Miguel De Cervantes, Oscar Chamorro,0,1137,2020.0,8,4.0,6,2020-09-22,979,51.0,3.0
Wieczór przy Oak Lane,Jonathan Trench, Robert Michalak,1,6,2020.0,8,3.18,5,2020-10-05,966,5.0,7.0
Kasyno,Jonathan Trench, Robert Michalak,1,6,2020.0,8,2.96,5,2020-10-05,966,11.0,4.0
The Philosopher’s Stone,Rajshekhar Basu, Anindya Chakravorty,0,113,2020.0,8,4.3,1,2020-12-02,908,29.0,0.0
The Astonishing Ailment,Rajshekhar Basu, Anindya Chakravorty,0,113,2020.0,8,3.62,1,2020-11-25,915,31.0,0.0
Swayamvara,Rajshekhar Basu, Anindya Chakravorty,0,113,2020.0,8,3.33,1,2020-11-18,922,31.0,0.0
El Retrato de Dorian Gray,Oscar Wilde, Viviana Segura,0,29,2020.0,8,4.16,6,2020-08-28,1004,55.0,9.0
Discurso de todos los diablos,Francisco de Quevedo,No announcer,2,6,2021.0,8,0.0,6,2021-02-16,832,0.0,0.0
El alguacil endemoniado,Francisco de Quevedo,No announcer,2,6,2021.0,8,0.0,6,2021-02-16,832,0.0,0.0
The Lost World,Sir Arthur Conan Doyle, Geoffrey Giuliano and the Icon Players,0,38,2020.0,8,0.0,1,2020-09-20,981,30.0,8.0
Cierpienia młodego Wertera,Johann Wolfgang Goethe, Oskar Winiarski,0,27,2020.0,8,3.62,5,2020-09-29,972,20.0,5.0
The Elder Eddas of Saemund Sigfusson - Translated from the Original Old Norse Text into English,Benjamin Thorpe,No announcer,2,1138,2020.0,8,0.0,1,2020-09-17,984,0.0,0.0
Treasure Island - Illustrated by N. C. Wyeth,Robert Louis Stevenson,No announcer,2,1139,2020.0,8,0.0,1,2020-09-17,984,0.0,0.0
Dr. Norden Extra 18 – Arztroman,Patricia Vandenberg,No announcer,2,1133,2020.0,8,0.0,3,2020-09-29,972,0.0,0.0
Around the World in 80 Days,Jules Verne, Anthony Park,0,613,2020.0,8,0.0,1,2020-09-20,981,23.0,5.0
Black Beauty,Anna Sewell, Mary Robinson,0,613,2020.0,8,3.0,1,2020-09-20,981,4.0,6.0
Pigs is Pigs,Ellis Parker Butler, Bruce Lieberman,0,613,2020.0,8,0.0,1,2020-09-20,981,20.0,0.0
Anne of Green Gables,Lucy Maud Montgomery, Mary Robinson,0,613,2020.0,8,4.83,1,2020-09-20,981,42.0,10.0
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson, Bruce Lieberman,0,613,2020.0,8,4.0,1,2020-09-20,981,25.0,2.0
Rodman The Keeper,Constance Fenimore Woolson, Bruce Lieberman,0,613,2020.0,8,0.0,1,2020-09-20,981,14.0,1.0
Babbitt,Sinclair Lewis, Bruce Lieberman,0,613,2020.0,8,0.0,1,2020-09-20,981,10.0,11.0
The Blue Fairy Book,Andrew Lang, Bruce Lieberman,0,613,2020.0,8,0.0,1,2020-09-20,981,1.0,2.0
The Castle of Otranto,Horace Walpole, Lily Harris,0,613,2020.0,8,2.67,1,2020-09-20,981,10.0,4.0
