book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
Irrungen und Wirrungen Europas,Slavko Leban,No announcer,2,105,2020.0,5,0.0,3,2020-07-03,1060,0.0,0.0
"Policing the Second Amendment : Guns, Law Enforcement and the Politics of Race",Jennifer Carlson, Teri Schnaubelt,0,195,2020.0,5,0.0,1,2020-09-15,986,6.0,8.0
Abuse of Power: The Three-Year Campaign to Impeach Donald Trump,Fred V. Lucas, John McLain,0,195,2020.0,5,1.0,1,2020-11-10,930,58.0,10.0
Members Club: A User's Guide to the Penis,Piet Hoebeke, Jonathan Yen,0,220,2020.0,5,4.2,1,2020-11-24,916,5.0,6.0
The Wild Remedy: How Nature Mends Us—A Diary,Emma Mitchell, Emma Mitchell,0,25,2020.0,5,0.0,1,2020-11-17,923,20.0,4.0
Teaching in the Online Classroom: Surviving and Thriving in the New Normal,Doug Lemov," Emily Ellet, Brian Holden",0,25,2020.0,5,3.0,1,2020-10-06,965,58.0,4.0
The Human Condition,Hannah Arendt, Elizabeth Wiley,0,25,2020.0,5,4.47,1,2020-11-24,916,42.0,15.0
The Tragedy of Heterosexuality,Jane Ward, Dara Rosenberg,0,25,2020.0,5,4.33,1,2020-12-17,893,24.0,6.0
Too Much Information: Understanding What You Don't Want to Know,Cass R. Sunstein, Tristan Morris,0,25,2020.0,5,3.8,1,2020-11-17,923,1.0,6.0
Polizeiliche Presse- und Öffentlichkeitsarbeit im digitalen Zeitalter,Jan Schabacker,No announcer,2,775,2020.0,5,0.0,3,2020-08-28,1004,0.0,0.0
How to Master Your Inner Superman,Kenneth Rogers Jr., Kenneth Rogers Jr.,0,38,2020.0,5,0.0,1,2020-07-05,1058,53.0,6.0
Philip Dick con Jacques Lacan: Clínica psicoanalítica como ciencia-ficción,Fabián Schejtman,No announcer,2,776,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
"Transformaciones. Ley, diversidad, sexuación",Mónica Torres,No announcer,2,776,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
La condición femenina,Marcelo Barros,No announcer,2,776,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
Cardiología y enfermedades cardiovasculares,Varios Autores,No announcer,2,777,2020.0,5,0.0,6,2020-08-26,1006,0.0,0.0
Una política del síntoma,Luis Tudanca,No announcer,2,776,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
El bebé prematuro y sus padres: Creación de un programa de intervención psicológico,Ana Lía Ruiz,No announcer,2,778,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
Perspectivas de la clínica de la urgencia,Ines Sotelo,No announcer,2,776,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
Dog Training Guide for Beginners,Lucy Williams, Bruno Joshua,0,779,2020.0,5,2.0,1,2020-07-31,1032,13.0,1.0
Dog Training Guide for Kids,Lucy Williams, Bruno Joshua,0,779,2020.0,5,0.0,1,2020-07-31,1032,5.0,1.0
Puppy Training Guide for Kids,Lucy Williams, Lucy Williams,0,779,2020.0,5,0.0,1,2020-07-31,1032,12.0,1.0
Puppy Training Guide for Beginners,Lucy Williams, Lucy Williams,0,779,2020.0,5,3.0,1,2020-07-31,1032,5.0,1.0
Soledades: Las raíces intersubjetivas del autismo,Liliana Kaufmann,No announcer,2,109,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
I'm a Romance Scam IT Detective (Edition 2),Selina Co," Selina Co, Ian Woolf",0,38,2020.0,5,0.0,1,2020-03-02,1183,45.0,5.0
Matemática de los destilados,Sebastián Oddone,No announcer,2,109,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
World War II Recipes,S Cohen, Chloe Jacobson,0,38,2020.0,5,0.0,1,2020-08-22,1010,42.0,0.0
WWII Foraging Recipes Cookbook,S Cohen, Chloe Jacobson,0,38,2020.0,5,0.0,1,2020-08-22,1010,32.0,0.0
The Rat; Its History & Destructive Character,James Rodwell,No announcer,2,780,2020.0,5,0.0,1,2020-08-06,1026,0.0,0.0
"Cabinets, Bookcases and Wall Shelves - How to Build All Types of Cabinets, Shelving and Storage Facilities for the Modern Home - 77 Designs with Complete Working Drawings and Photographs",Milton Gunerman,No announcer,2,781,2020.0,5,0.0,1,2020-07-14,1049,0.0,0.0
Stay Awhile and Listen: How Two Blizzards Unleashed Diablo and Forged a Video-Game Empire - Book I,David L. Craddock, Mike Rylander,0,110,2016.0,5,3.0,1,2016-05-19,2566,56.0,8.0
Cáncer: ¿Por qué a mí? ¿Por qué ahora?,Luis Chiozza,No announcer,2,116,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
Técnicas para el diagnóstico de endoparásitos de importancia veterinaria,Efraín Benavides Ortiz,No announcer,2,531,2017.0,5,0.0,6,2017-03-23,2258,0.0,0.0
Miradas prospectivas desde el bicentenario: Reflexiones sobre el desarrollo humano en el devenir de doscientos años,Fabio Orlando Neira Sánchez,No announcer,2,531,2015.0,5,0.0,6,2015-12-15,2722,0.0,0.0
Descubrir el existencialismo,Iris Murdoch,No announcer,2,475,2020.0,5,0.0,6,2020-09-09,992,0.0,0.0
"Overcome Anxiety in Relationships: How to Eliminate Negative Thinking, Jealousy, Attachment, and Couple Conflicts—Insecurity and Fear of Abandonment Often Cause Irreparable Damage Without Therapy",Lilly Andrew, Lilly Andrew,0,782,2020.0,5,3.33,1,2020-08-25,1007,15.0,1.0
"Anxiety in Relationships & Overcome Anxiety: How to Eliminate Negative Thinking, Jealousy, Attachment and Couple Conflicts. Overcome Anxiety, Depression, Fear, Panic attacks, Worry, and Shyness.",Lilly Andrew, Lilly Andrew,0,782,2020.0,5,4.0,1,2020-08-25,1007,33.0,2.0
A Beginners Guide to the Big Book - A Collection of Lectures,Anoynymous, Anoynymous,0,38,2020.0,5,0.0,1,2020-08-25,1007,40.0,7.0
Photography Guide,Mulayam Singh,No announcer,2,122,2020.0,5,0.0,1,2020-08-27,1005,0.0,0.0
"Successful Kids Bundle: 2 in 1 Bundle, How Children Succeed and Grit for Kids",Helen S. Ploof and L.K. Fawcett, Todd Studer,0,38,2020.0,5,0.0,1,2020-08-26,1006,4.0,1.0
"Sleep Better Bundle: 2 in 1 Bundle, Sleep Book, and Little Sleep",Stacy Thuy and Juliana Skyeson, Todd Studer,0,38,2020.0,5,4.0,1,2020-08-26,1006,30.0,1.0
"Smart but Scattered Teens: The ""Executive Skills"" Program for Helping Teens Reach Their Potential",Peg Dawson, Abby Craden,0,110,2015.0,5,5.0,1,2015-09-24,2804,12.0,11.0
"Taking Charge of ADHD: The Complete, Authoritative Guide for Parents",Russell A. Barkley, Abby Craden,0,110,2015.0,5,2.0,1,2015-10-06,2792,59.0,16.0
"Body Pains Management Bundle: 2 in 1 Bundle, Treat Your Own Back, and Rheumatoid Arthritis",Alfie Daniels and Harold Gibbs, Todd Studer,0,38,2020.0,5,3.5,1,2020-08-26,1006,58.0,0.0
"Socialism: Utopian, Scientific",Friedrich Engels, Geoffrey Giuliano and the Icon Players,0,38,2020.0,5,3.0,1,2020-08-27,1005,56.0,1.0
Mi plan de supervivencia contra la ansiedad,Phoebe McEwen, Ana Laura Santana,0,145,2020.0,5,3.8,6,2020-08-31,1001,22.0,4.0
Tri-level Identity Crisis: Children of First-Generation Immigrants,Various authors,No announcer,2,783,2020.0,5,0.0,1,2020-07-31,1032,0.0,0.0
Cheating,Jacqueline Evers,No announcer,2,784,2020.0,5,0.0,1,2020-08-14,1018,0.0,0.0
Wir sind das Klima! - Wie wir unseren Planeten schon beim Frühstück retten können,Jonathan Safran Foer, Christoph Maria Herbst,0,45,2020.0,5,2.0,3,2020-09-18,983,36.0,6.0
Views and Reviews,Henry James,No announcer,2,112,1908.0,5,0.0,1,1908-01-03,42150,0.0,0.0
Deep Water Dream: A Medical Voyage of Discovery in Rural Northern Ontario,Gretchen Roedde, Catherine Alexander,0,485,2020.0,5,3.0,1,2020-09-15,986,4.0,5.0
Blue Monday,Danny Gallagher, Matt Fogarty,0,485,2020.0,5,0.0,1,2020-09-08,993,38.0,6.0
Deep Salt Water,Marianne Apostolides, Mary Fisher,0,785,2020.0,5,0.0,1,2020-09-15,986,26.0,3.0
"The Mind-Body Cure: Heal Your Pain, Anxiety and Fatigue by Controlling Chronic Stress",Bal Pawa, Carri Toivanen,0,786,2020.0,5,5.0,1,2020-09-15,986,2.0,9.0
Notes from a Feminist Killjoy,Erin Wunker, Kristen Ridley,0,785,2020.0,5,4.0,1,2020-09-15,986,42.0,6.0
"Is That a Fact?: Frauds, Quacks, and the Real Science of Everyday Life",Dr. Joe Schwarcz, Garrett Goodison,0,90,2020.0,5,0.0,1,2020-09-15,986,31.0,9.0
Der See der Seelen,Tim Krohn,No announcer,2,329,2019.0,5,0.0,3,2019-08-30,1368,0.0,0.0
Der ermächtigte Meister,Werner Vogd,No announcer,2,581,2020.0,5,0.0,3,2020-06-30,1063,0.0,0.0
Mobbing unter Lehrern,Holger Wyrwa,No announcer,2,581,2020.0,5,0.0,3,2020-06-30,1063,0.0,0.0
Schneier on Security,Bruce Schneier, Ken Maxon,0,5,2020.0,5,3.5,1,2020-09-03,998,18.0,11.0
The Untold Story of the Talking Book,Matthew Rubery, Jim Denison,0,32,2016.0,5,4.0,1,2016-11-14,2387,31.0,11.0
Reiseführer Königsberg - Kaliningrader Gebiet,Gunnar Strunz,No announcer,2,787,2020.0,5,0.0,3,2020-06-26,1067,0.0,0.0
How To Teach Classics to Your Dog,Philip Womack, Philip Womack,0,14,2020.0,5,5.0,1,2020-10-01,970,14.0,9.0
The Night-Side of the Country,Meghan Delahunt, Meaghan Delahunt,0,7,2020.0,5,0.0,1,2020-09-24,977,24.0,5.0
Género y corrupción: Las mujeres en la democracia participativa,Monique Thiteux-Altschul,No announcer,2,116,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
En busca de la sensatez en medicina,Alberto Agrest,No announcer,2,116,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
La lección de Althusser,Jacques Rancière,No announcer,2,116,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
Canon sin fronteras,אני רוצה לנסות!,No announcer,2,452,2020.0,5,0.0,6,2020-08-27,1005,0.0,0.0
La matemática en la escuela: Por una revolución epistemológica y didáctica,Yves Chevallard,No announcer,2,116,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
Bipolar Disorder: The Ultimate Guide,Amanda Saunders, Jaimi Barbakoff,0,14,2020.0,5,4.75,1,2020-10-08,963,28.0,9.0
The Miraculous Life of Maggie the Wunderdog,Kasey Carlin, Harrie Dobby,0,14,2020.0,5,4.0,1,2020-10-29,942,17.0,6.0
Gewaltfreie Kommunikation - Mehr Verbundenheit durch wertschätzende Kommunikation,Robert Brand, Ricardo Phohleli,0,788,2020.0,5,5.0,3,2020-10-05,966,5.0,3.0
"Comunicación: relatos, interpretaciones y opinión",Varios Autores,No announcer,2,777,2020.0,5,0.0,6,2020-08-21,1011,0.0,0.0
Albtraum und andere unheimliche Geschichten,Gerd Thiele,No announcer,2,789,2020.0,5,0.0,3,2020-09-21,980,0.0,0.0
The City of the Sultan,Miss Pardoe,No announcer,2,117,2020.0,5,0.0,1,2020-08-29,1003,0.0,0.0
Musik produzieren Das Nachschlagewerk,Michael Modlich,No announcer,2,742,2020.0,5,0.0,3,2020-09-14,987,0.0,0.0
The History of Chemistry (Vol.1&2),Thomas Thomson,No announcer,2,117,2020.0,5,0.0,1,2020-08-29,1003,0.0,0.0
The Philosophy of History,Friedrich von Schlegel,No announcer,2,117,2020.0,5,0.0,1,2020-08-29,1003,0.0,0.0
Fundamental Philosophy (Vol. 1&2),Jaime Luciano Balmes,No announcer,2,117,2020.0,5,0.0,1,2020-08-29,1003,0.0,0.0
Teorías neoconstitucioalistas,Omar Vázquez,No announcer,2,790,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
Entre arquitectos: Diálogos sobre la arquitectura del siglo XX en el Perú,Marcos Orlando Roberto Rivarola Vassallo,No announcer,2,540,2020.0,5,0.0,6,2020-01-01,1244,0.0,0.0
Introducción a la música en veinte lecturas: Cuarta edición actualizada,Jaime Donoso Arellano,No announcer,2,791,2020.0,5,0.0,6,2020-01-01,1244,0.0,0.0
"Dañar, incumplir y reparar: Ensayos de filosofía del Derecho privado",Juan Antonio García Amado,No announcer,2,790,2020.0,5,0.0,6,2020-08-17,1015,0.0,0.0
Curso de Filosofía del Derecho. Tomo I: Segunda edición,José Joaquín Ugarte Godoy,No announcer,2,791,2020.0,5,0.0,6,2020-01-01,1244,0.0,0.0
Freie und faire Wahlen?,Michael Krennerich,No announcer,2,792,2020.0,5,0.0,3,2020-08-13,1019,0.0,0.0
Handbuch Demokratie,אני רוצה לנסות!,No announcer,2,792,2020.0,5,0.0,3,2020-07-01,1062,0.0,0.0
Martwa góra. Historia tragedii na Przełęczy Diatłowa,Donnie Eichar, Wojciech Chorąży,0,793,2020.0,5,4.26,5,2020-09-08,993,29.0,8.0
Construir el mundo,Enrique Gracián,No announcer,2,794,2020.0,5,0.0,6,2020-09-09,992,0.0,0.0
AfrikAffekt,Russell West-Pavlov,No announcer,2,611,2020.0,5,0.0,3,2020-08-31,1001,0.0,0.0
Réparer Le Chemin Et L’Âme,Gift Foraine Amukoyo,No announcer,2,68,2020.0,5,5.0,7,2020-08-24,1008,0.0,0.0
"Información, participación ciudadana y democracia",Estela Morales Campos,No announcer,2,795,2020.0,5,0.0,6,2020-08-31,1001,0.0,0.0
Frontiers in Clinical Drug Research - Anti Infectives: Volume 2,אני רוצה לנסות!,No announcer,2,796,2016.0,5,0.0,1,2016-09-01,2461,0.0,0.0
Frontiers in Clinical Drug Research - Central Nervous System: Volume 2,אני רוצה לנסות!,No announcer,2,796,2016.0,5,0.0,1,2016-12-15,2356,0.0,0.0
Ni solterona ni divorciada,Sandra Rugeles,No announcer,2,797,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
Anuario de ecología integral y desarrollo saludable,Adrián Beling,No announcer,2,798,2020.0,5,0.0,6,2020-08-31,1001,0.0,0.0
Roswell: The Ultimate Cold Case; Eyewitness Testimony and Evidence of Contact and the Cover-Up,Donald R. Schmitt, Kevin Kenerly,0,32,2020.0,5,4.33,1,2020-08-31,1001,7.0,8.0
The Price of Justice,Senator Bernie Sanders, Will Damron,0,49,2020.0,5,0.0,1,2020-10-06,965,27.0,6.0
"Georg Friedrich Wilhelm Hegel (1770-1831) Basiswissen - Leben, Werk, Bedeutung",Bert Alexander Petzold, René Wagner,0,35,2020.0,5,0.0,3,2020-09-18,983,19.0,1.0
"Ludwig van Beethoven (1770-1827) Basiswissen - Leben, Werk, Bedeutung",Bert Alexander Petzold, René Wagner,0,35,2020.0,5,0.0,3,2020-09-18,983,31.0,1.0
Healthy Life Style Health and Nutrition,Mulayam Singh,No announcer,2,122,2020.0,5,0.0,1,2020-01-06,1239,0.0,0.0
Frontiers in Clinical Drug Research - Diabetes and Obesity: Volume 2,אני רוצה לנסות!,No announcer,2,796,2016.0,5,0.0,1,2016-06-07,2547,0.0,0.0
Frontiers in Clinical Drug Research - Hematology: Volume 2,אני רוצה לנסות!,No announcer,2,796,2016.0,5,0.0,1,2016-03-03,2643,0.0,0.0
Ehe,Timothy Keller,No announcer,2,270,2020.0,5,0.0,3,2020-03-01,1184,0.0,0.0
Frontiers in Medicinal Chemistry: Volume 8,אני רוצה לנסות!,No announcer,2,796,2016.0,5,0.0,1,2016-01-27,2679,0.0,0.0
Frankensteinsgesellenstück oder die Rache der Tankstellenbesitzer,Gerrit Büll,No announcer,2,799,2019.0,5,0.0,3,2019-09-11,1356,0.0,0.0
Aisthesis – Pathos – Ethos,Evi Agostini,No announcer,2,800,2020.0,5,0.0,3,2020-06-01,1092,0.0,0.0
The Battle Between Honesty and Deception: A Grand Debate,Herman Kagan,No announcer,2,801,2020.0,5,0.0,1,2020-08-25,1007,0.0,0.0
"La novela como experiencia de modernidad en Bogotá: La ciudad, sus escritores y la crítica (1910-1938",Javier H. Murillo,No announcer,2,802,2020.0,5,0.0,6,2020-08-28,1004,0.0,0.0
Vicisitudes del contrato en la tradición jurídica romanística: Sus proyecciones en el derecho latinoamericano,David Fabio Esborraz,No announcer,2,802,2020.0,5,0.0,6,2020-08-31,1001,0.0,0.0
El lavado de activos en Colombia: Consideraciones desde la dogmática y la política criminal,Carmen E. Ruiz López,No announcer,2,802,2020.0,5,0.0,6,2020-08-31,1001,0.0,0.0
Die infantile Gesellschaft – Wege aus der selbstverschuldeten Unreife,Alexander Kissler, Dominic Kolb,0,108,2020.0,5,0.0,3,2020-09-22,979,43.0,7.0
GuíaBurros Aprende a gestionar tu estrés: Y aumenta tu bienestar,Lola López,No announcer,2,592,2020.0,5,0.0,6,2020-09-01,1000,0.0,0.0
GuíaBurros Perfumes mágicos: Aprende a personalizar tu aroma,Victoria Braojos,No announcer,2,592,2020.0,5,0.0,6,2020-09-01,1000,0.0,0.0
The Task of Social Hygiene,Havelock Ellis,No announcer,2,803,2020.0,5,0.0,1,2020-07-31,1032,0.0,0.0
Getting Hitched: Essays and Excerpts on the Fight for Marital Rights for Women - 1789-1882,Various,No announcer,2,124,2020.0,5,0.0,1,2020-07-31,1032,0.0,0.0
The Psychology of Yellow,Havelock Ellis,No announcer,2,804,2020.0,5,3.0,1,2020-07-31,1032,0.0,0.0
The Stuff That Dreams are Made of,Havelock Ellis,No announcer,2,804,2020.0,5,0.0,1,2020-07-31,1032,0.0,0.0
A Letter to the Queen: On Lord Chancellor Cranworth's Marriage and Divorce Bill,Richard Garnett,No announcer,2,124,2020.0,5,0.0,1,2020-07-31,1032,0.0,0.0
"Marriage - As It Was, As It Is, and As It Should Be",Annie Besant,No announcer,2,804,2020.0,5,0.0,1,2020-07-31,1032,0.0,0.0
Internet de las cosas con ESP8266,Guillermo Sampallo,No announcer,2,805,2020.0,5,4.0,6,2020-08-31,1001,0.0,0.0
"Processing: Desarrollo de interfaces de usuario, aplicaciones de visión artificial e IoT para Arduino y ESP8266",Tomás Domínguez Mínguez,No announcer,2,805,2020.0,5,0.0,6,2020-08-31,1001,0.0,0.0
Handeln mit Dichtung,Sandra Schneeberger,No announcer,2,611,2020.0,5,0.0,3,2020-08-31,1001,0.0,0.0
""" A qui lira "": Littérature, livre et librairie en France au XVIIe siècle",אני רוצה לנסות!,No announcer,2,611,2020.0,5,0.0,7,2020-08-31,1001,0.0,0.0
Kreiselpumpen und Pumpensysteme,Thomas Merkle,No announcer,2,806,2020.0,5,0.0,3,2020-08-10,1022,0.0,0.0
Plautus in der Frühen Neuzeit,אני רוצה לנסות!,No announcer,2,611,2020.0,5,0.0,3,2020-07-13,1050,0.0,0.0
Zum poetischen Werk von Salvatore A. Sanna,אני רוצה לנסות!,No announcer,2,611,2020.0,5,0.0,3,2020-08-31,1001,0.0,0.0
Namibia - Reiseführer von Iwanowski,Michael Iwanowski,No announcer,2,807,2020.0,5,0.0,3,2020-09-01,1000,0.0,0.0
Klima|x,Andreas Malm,No announcer,2,808,2020.0,5,0.0,3,2020-10-20,951,0.0,0.0
Uncomfortable Conversations with a Black Man,Emmanuel Acho, Emmanuel Acho,0,149,2020.0,5,4.57,1,2020-11-12,928,26.0,4.0
The Joyful Caregiver,Josephine Grace,No announcer,2,546,2020.0,5,0.0,1,2020-09-01,1000,0.0,0.0
HIV and AIDS: A Global Health Pandemic,Scientific American, George Newbern,0,32,2020.0,5,5.0,1,2020-09-01,1000,46.0,7.0
El Espíritu Santo,L. R. Shelton Jr., Alejandro Díaz,0,809,2020.0,5,4.37,6,2020-08-22,1010,2.0,1.0
Bad: An Unprecedented Investigation into the Michael Jackson Cover-Up,Dylan Howard, David Linski,0,32,2020.0,5,3.12,1,2020-09-01,1000,6.0,9.0
How to Die in Space: A Journey through Dangerous Astrophysical Phenomena,Paul M. Sutter, Paul M. Sutter,0,32,2020.0,5,4.29,1,2020-09-01,1000,41.0,12.0
Hagamos las paces: Narrar la guerra desde el arte para construir la paz,Jesús Martín-Barbero,No announcer,2,810,2020.0,5,0.0,6,2020-03-02,1183,0.0,0.0
Systemische Therapie und Beratung – das große Lehrbuch,אני רוצה לנסות!,No announcer,2,581,2020.0,5,0.0,3,2020-07-02,1061,0.0,0.0
Wenn der Kapitän als Erster von Bord geht,Burkhard Voß,No announcer,2,811,2019.0,5,0.0,3,2019-09-02,1365,0.0,0.0
"Help, I’m Failing as a Mom",Tanya Trevett,No announcer,2,546,2020.0,5,0.0,1,2020-09-01,1000,0.0,0.0
Jiu Jitsu Training Journal,Bethany Marshall,No announcer,2,812,2020.0,5,0.0,1,2020-09-01,1000,0.0,0.0
Mind Over Bladder,Danielle O'Shaughnessy,No announcer,2,546,2020.0,5,0.0,1,2020-09-01,1000,0.0,0.0
"Physician, Care for Thyself",Jessica Wei,No announcer,2,546,2020.0,5,0.0,1,2020-09-01,1000,0.0,0.0
To Pee or Not to Pee?,Shelia Craig Whiteman,No announcer,2,546,2020.0,5,0.0,1,2020-10-06,965,0.0,0.0
El camino: Herramientas sencillas para transformar el dolor en alegría,Olanda Angarita,No announcer,2,813,2020.0,5,0.0,6,2020-09-01,1000,0.0,0.0
Suggestible You,Erik Vance, Richard Powers,0,32,2017.0,5,3.55,1,2017-02-07,2302,39.0,9.0
Czech animation from Ostrava,Denisa Jánská,No announcer,2,814,2020.0,5,0.0,1,2020-09-15,986,0.0,0.0
Gleichwertige Lebensverhältnisse - Vision oder Illusion,אני רוצה לנסות!,No announcer,2,792,2020.0,5,0.0,3,2020-08-14,1018,0.0,0.0
Cambio climático y derechos humanos,Elizabeth Salmón,No announcer,2,815,2020.0,5,0.0,6,2020-09-01,1000,0.0,0.0
Unfair Game: An exposé of South Africa's captive-bred lion industry,Michael Ashcroft, Malk Williams,0,148,2020.0,5,0.0,1,2020-09-24,977,9.0,14.0
Erotische Demütigungen | Erotischer Ratgeber,Arne Hoffmann,No announcer,2,816,2020.0,5,0.0,3,2020-09-30,971,0.0,0.0
Keuschhaltung und Orgasmuskontrolle | Erotischer Ratgeber,Arne Hoffmann,No announcer,2,816,2020.0,5,0.0,3,2020-09-30,971,0.0,0.0
Diecinueve apagones y un destello: Un manifiesto tentativo,Valentín Roma,No announcer,2,817,2020.0,5,0.0,6,2020-07-30,1033,0.0,0.0
Alles auf Abstand,Stefan Wolf,No announcer,2,818,2020.0,5,0.0,3,2020-09-02,999,0.0,0.0
Die geheimen Stimmen der Medusa,Prof. Dr. Sabine Haupt,No announcer,2,818,2020.0,5,0.0,3,2020-09-02,999,0.0,0.0
El ojo y la navaja: Un ensayo sobre el mundo como interfaz,Ingrid Guardiola Sánchez,No announcer,2,817,2020.0,5,0.0,6,2020-07-30,1033,0.0,0.0
"Kunst, also bin ich!",Carsten Brosda,No announcer,2,818,2020.0,5,0.0,3,2020-09-02,999,0.0,0.0
Modi des (Über-)Lebens,Armin Nassehi,No announcer,2,818,2020.0,5,0.0,3,2020-09-02,999,0.0,0.0
Educar mejor: Once conversaciones para acompañar a familias y maestros,Carles Capdevila Plandiura,No announcer,2,817,2016.0,5,0.0,6,2016-11-16,2385,0.0,0.0
Die Kunst der Re-Kalibrierung,Prof. Daniel Kojo Schrade,No announcer,2,818,2020.0,5,0.0,3,2020-09-02,999,0.0,0.0
