book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
"Wer alles weiß, hat keine Ahnung",Horst Evers,קריינות: Horst Evers,ספר מוקלט,Argon Verlag GmbH,2021,סיפורים קצרים,4.7,גרמנית,"תאריך פרסום
ספר מוקלט: 26 בינואר 2021",5שעות 31דקות
The Coming of Abel Behenna,Bram Stoker,קריינות: Peter Silverleaf,ספר מוקלט,Bookstream Audiobooks,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בינואר 2021",45דקות
The Gipsy Prophecy,Bram Stoker,קריינות: Peter Silverleaf,ספר מוקלט,Bookstream Audiobooks,2021,סיפורים קצרים,3,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בינואר 2021",22דקות
The Secret of the Growing Gold,Bram Stoker,קריינות: Peter Silverleaf,ספר מוקלט,Bookstream Audiobooks,2021,סיפורים קצרים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בינואר 2021",31דקות
Royal Love Stories,Gill Paul,NaN,ספר דיגיטלי,Ivy Press,2015,סיפורים קצרים,3.33,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 בינואר 2015",NaN
El vendedor de sueños,Hugo Burel,קריינות: Rubén Suárez,ספר מוקלט,SAGA Egmont,2021,סיפורים קצרים,5,ספרדית,"תאריך פרסום
ספר מוקלט: 19 בינואר 2021",3שעות 34דקות
Sinister Murder,Isaac A. Robbins,NaN,ספר דיגיטלי,BookRix,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 בינואר 2021",NaN
Sliced and Diced 2: A Collection of 13 Dark and Twisted Short Stories,Joan De La Haye,NaN,ספר דיגיטלי,Joan De La Haye,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 בינואר 2021",NaN
The Theory of Light and Matter,Andrew Porter,"קריינות: Jonathan Davis, Andy Paris, Jennifer Ikeda, Luis Moreno, Joey Collins, Jeff Brick",ספר מוקלט,"Recorded Books, Inc.",2010,סיפורים קצרים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 6 באוגוסט 2010",5שעות 53דקות
Les contes de La Bécasse,Guy de Maupassant,קריינות: Bernard,ספר מוקלט,Erika,2021,סיפורים קצרים,0,צרפתית,"תאריך פרסום
ספר מוקלט: 26 בפברואר 2021",4שעות 8דקות
Horse of the Same Color,Robert Tinsley,קריינות: Karl A. Nordman,ספר מוקלט,Liberte First Publishing,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בינואר 2021",37דקות
Die Tür,Niklas Baumgarten,"קריינות: Sarah Becker, Annika Baumgarten, Moritz Mahringer, Niklas Baumgarten, Lea Mangold",ספר מוקלט,Unendlichzeit,2021,סיפורים קצרים,4,גרמנית,"תאריך פרסום
ספר מוקלט: 22 בפברואר 2021",8דקות
Local Passenger,Shardul Dave,NaN,ספר דיגיטלי,Pencil,2021,סיפורים קצרים,3,אנגלית,"תאריך פרסום
ספר דיגיטלי: 14 בינואר 2021",NaN
The Turn of the Screw,Henry James,קריינות: Joseph Thompson,ספר מוקלט,Native Publishing House,2020,סיפורים קצרים,3,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בדצמבר 2020",4שעות 57דקות
Body Language,Marylee MacDonald,קריינות: Adam Barr,ספר מוקלט,Author's Republic,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בדצמבר 2020",6שעות 22דקות
Jewel Mysteries from a Dealer's Note,Max Pemberton,NaN,ספר דיגיטלי,e-artnow,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 10 בינואר 2021",NaN
Classic Dog Stories,Various,"קריינות: Samuel West, Thomas Judd, Imogen Church, Robert G. Slade, Gordon Kennedy",ספר מוקלט,Macmillan Collector's Library,2021,סיפורים קצרים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 5 באוגוסט 2021",6שעות 10דקות
Classic Cat Stories,Various,"קריינות: Lorelei King, Samuel West, Thomas Judd, Imogen Church, Robert G. Slade",ספר מוקלט,Macmillan Collector's Library,2021,סיפורים קצרים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 5 באוגוסט 2021",6שעות 14דקות
Recuento de moradas,Alejo Carpentier,NaN,ספר דיגיטלי,Editorial Cõ,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 8 בינואר 2021",NaN
Evening Canyon Romance,Cypress Cascades,NaN,ספר דיגיטלי,Cypress Cascades,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 27 בדצמבר 2020",NaN
Lluvias,Heung-gil Yun,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
The Sandman,Ernst Theodor Amadeus Hoffmann,קריינות: Torsten Klaus,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,3,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",2שעות 3דקות
Osterglocken,Nataly von Eschstruth,NaN,ספר דיגיטלי,SAGA Egmont,2017,סיפורים קצרים,3,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 2017",NaN
Arthur's Inspiration,Gabriel Merithew,קריינות: Gabriel Merithew,ספר מוקלט,The Next Story,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בינואר 2021",8דקות
The Stranger,Richard Rogers,קריינות: Richard Rogers,ספר מוקלט,Richard Rogers,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בינואר 2021",48דקות
The Great Mystery of Eternity,Jamie McNabb,קריינות: Alec Wilson,ספר מוקלט,Soapbox Rising Press,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בינואר 2021",5שעות 48דקות
Objects of Desire,Clare Sestanovich,קריינות: Kristen Sieh,ספר מוקלט,Picador,2021,סיפורים קצרים,3,אנגלית,"תאריך פרסום
ספר מוקלט: 22 ביולי 2021",5שעות 52דקות
"The Extraordinary Adventures of Arsène Lupin, Gentleman Burglar",Maurice Leblanc,קריינות: B.J. Harrison,ספר מוקלט,SAGA Egmont,2021,סיפורים קצרים,4.22,אנגלית,"תאריך פרסום
ספר מוקלט: 14 בינואר 2021",6שעות 12דקות
From The Confessions of Arsène Lupin,Maurice Leblanc,קריינות: B.J. Harrison,ספר מוקלט,SAGA Egmont,2021,סיפורים קצרים,4.37,אנגלית,"תאריך פרסום
ספר מוקלט: 14 בינואר 2021",4שעות 41דקות
What I Didn't See: And Other Stories,Karen Joy Fowler,"קריינות: Sarah Mollo-Christensen, Gabriel Vaughan",ספר מוקלט,Tantor Audio,2021,סיפורים קצרים,4.67,אנגלית,"תאריך פרסום
ספר מוקלט: 27 באפריל 2021",6שעות 23דקות
Im grünen Tann,Arthur Achleitner,NaN,ספר דיגיטלי,Andhof,2021,סיפורים קצרים,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 5 בפברואר 2021",NaN
Aus Kroatien: Skizzen und Erzählungen,Arthur Achleitner,NaN,ספר דיגיטלי,Andhof,2021,סיפורים קצרים,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 5 בפברואר 2021",NaN
Die Bekanntschaft auf der Reise / Autun und Manon,Charlotte von Ahlefeld,NaN,ספר דיגיטלי,Andhof,2021,סיפורים קצרים,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 5 בפברואר 2021",NaN
Burnt Creek Stories – Complete Collection,Ernest Haycox,NaN,ספר דיגיטלי,e-artnow,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 14 בינואר 2021",NaN
Saddle and Ride: Western Classics - Boxed Set,Ernest Haycox,NaN,ספר דיגיטלי,e-artnow,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 14 בינואר 2021",NaN
Murder on the Frontier,Ernest Haycox,NaN,ספר דיגיטלי,e-artnow,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 14 בינואר 2021",NaN
Freshman Fantasy,Anita Knight,קריינות: Alana Prince,ספר מוקלט,Lunchtime Rendezvous Publishing,2020,סיפורים קצרים,3.67,אנגלית,"תאריך פרסום
ספר מוקלט: 25 בנובמבר 2020",45דקות
Tales of The Alhambra,Washington Irving,NaN,ספר דיגיטלי,Mint Editions,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 בינואר 2021",NaN
Sooner or Later Everything Falls Into the Sea,Sarah Pinsker,קריינות: Christina Delaine,ספר מוקלט,W. F. Howes Ltd,2021,סיפורים קצרים,3.83,אנגלית,"תאריך פרסום
ספר מוקלט: 18 בפברואר 2021",11שעות 5דקות
Esperando a la pianista,Hugo Burel,קריינות: Pablo Robles,ספר מוקלט,SAGA Egmont,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר מוקלט: 8 במרץ 2021",2שעות 7דקות
The Adventure of the Christmas Pudding,Agatha Christie,קריינות: Hugh Fraser,ספר מוקלט,HarperCollins,2006,סיפורים קצרים,4.18,אנגלית,"תאריך פרסום
ספר מוקלט: 11 בדצמבר 2006",6שעות 20דקות
Al final del miedo,Cecilia Eudave,NaN,ספר דיגיטלי,Editorial Páginas de Espuma,2021,סיפורים קצרים,3.5,ספרדית,"תאריך פרסום
ספר דיגיטלי: 3 בפברואר 2021",NaN
"Und alles nur, weil ich anders bin ...",Martina Meier,NaN,ספר דיגיטלי,Papierfresserchens MTM-Verlag,2021,סיפורים קצרים,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 31 בינואר 2021",NaN
"Wiegen und Wälzen - Vergessene Geschichten, Band 2",Michael Hirtzy,קריינות: Florian Hoffmann,ספר מוקלט,Hörbuchmanufaktur Berlin,2021,סיפורים קצרים,4,גרמנית,"תאריך פרסום
ספר מוקלט: 22 בינואר 2021",23דקות
I'm Waiting for You: And Other Stories,Kim Bo-Young,"קריינות: Jackie Chung, Greg Chun, Vico Ortiz",ספר מוקלט,HarperAudio,2021,סיפורים קצרים,3.8,אנגלית,"תאריך פרסום
ספר מוקלט: 6 באפריל 2021",10שעות
Madres y perros,Fabio Morábito,קריינות: Victor Bedoya,ספר מוקלט,Storyside,2021,סיפורים קצרים,4.6,ספרדית,"תאריך פרסום
ספר מוקלט: 6 במרץ 2021",3שעות 37דקות
The Piazza Tales,Herman Melville,קריינות: Sam Kusi,ספר מוקלט,Bookstream Audiobooks,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 28 בפברואר 2021",9שעות 48דקות
Y sin querer te olvido,Mauricio Ruíz,קריינות: Edgar Puente,ספר מוקלט,Storyside,2021,סיפורים קצרים,3,ספרדית,"תאריך פרסום
ספר מוקלט: 20 במרץ 2021",4שעות 30דקות
Układy i układziki,K.S. Rutkowski,NaN,ספר דיגיטלי,SAGA Egmont,2021,סיפורים קצרים,5,פולנית,"תאריך פרסום
ספר דיגיטלי: 5 בפברואר 2021",NaN
Рождественские истории (с иллюстрациями),Федор Достоевский,NaN,ספר דיגיטלי,Strelbytskyy Multimedia Publishing,2021,סיפורים קצרים,0,רוסית,"תאריך פרסום
ספר דיגיטלי: 20 בינואר 2021",NaN
11 Cuentos Azules,Varios Autores,"קריינות: Hernán Jaimes, Didier Rojas",ספר מוקלט,Storyside,2021,סיפורים קצרים,2,ספרדית,"תאריך פרסום
ספר מוקלט: 2 באפריל 2021",2שעות 46דקות
11 Cuentos Rojos,Varios Autores,"קריינות: Hernán Jaimes, Didier Rojas",ספר מוקלט,Storyside,2021,סיפורים קצרים,4,ספרדית,"תאריך פרסום
ספר מוקלט: 2 באפריל 2021",2שעות 58דקות
Vergessene Geschichten - Die Mutter der Felsen,Michael Hirtzy,קריינות: Martin Kuupa,ספר מוקלט,Hörbuchmanufaktur Berlin,2021,סיפורים קצרים,4,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",27דקות
The Mystery Of Marseille,Matt Newsome,קריינות: Jose Torres,ספר מוקלט,Author's Republic,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 16 בינואר 2021",18דקות
Honeymoon on the Moon and Other Stories,Pabitra Adhikary,"קריינות: Sanchaita Biswas, Ashish Hazra",ספר מוקלט,Power Publishers,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 17 בדצמבר 2020",1שעות 56דקות
A Disturbance in the Church,David T. Wolf,קריינות: Jack DeGolia,ספר מוקלט,David T. Wolf,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בנובמבר 2020",41דקות
El cuervo,Edgar Allan Poe,קריינות: Max Garzón,ספר מוקלט,VoTrading,2022,סיפורים קצרים,3.12,ספרדית,"תאריך פרסום
ספר מוקלט: 23 בספטמבר 2022",8דקות
La rotación de las cosas: Y otros cuentos,Raúl Ariel Victoriano,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 22 בינואר 2021",NaN
Y me sangran las manos,Laura Roa,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 25 בינואר 2021",NaN
"Relatos de cuarentena: Covid-19, el virus que enmascaró al mundo",Myriam Noemí Lauría,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 22 בינואר 2021",NaN
Silverweed Road,Simon Crook,"קריינות: Nicholas Camm, Sam Stafford, Diana Karai",ספר מוקלט,HarperVoyager,2022,סיפורים קצרים,3.33,אנגלית,"תאריך פרסום
ספר מוקלט: 29 בספטמבר 2022",11שעות 17דקות
Zauberstunde,Angelika Marx,NaN,ספר דיגיטלי,Herzsprung-Verlag,2021,סיפורים קצרים,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 31 בינואר 2021",NaN
Der Untergang des Abendkleides,Ella Carina Werner,NaN,ספר דיגיטלי,Satyr Verlag,2020,סיפורים קצרים,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 28 בספטמבר 2020",NaN
La boca del baúl,Christian Ponce Arancibia,NaN,ספר דיגיטלי,Aguja Literaria,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 28 בינואר 2021",NaN
Deseos de un manicomio,Miriam Sánchez Arnáiz,NaN,ספר דיגיטלי,Exlibric,2020,סיפורים קצרים,5,ספרדית,"תאריך פרסום
ספר דיגיטלי: 8 באוקטובר 2020",NaN
En el borde: Siete historias oscuras,Rodrigo J. Dias,NaN,ספר דיגיטלי,Editorial Autores de Argentina,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 27 בינואר 2021",NaN
El pozo y el péndulo,Edgar Allan Poe,קריינות: Max Garzón,ספר מוקלט,VoTrading,2022,סיפורים קצרים,4.5,ספרדית,"תאריך פרסום
ספר מוקלט: 24 בספטמבר 2022",46דקות
Quotes (or Letters from Israel),Paul Lazarus,קריינות: Jason Alexander,ספר מוקלט,"White Dwarf Productions, Inc.",2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בנובמבר 2020",12דקות
Solo se lo diría a un extraño,Varios Autores,NaN,ספר דיגיטלי,Ediciones Medianoche,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 29 בינואר 2021",NaN
Solo se lo diría a un extraño,Varios Autores,קריינות: Varios narradores,ספר מוקלט,Ediciones Medianoche,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",6שעות 29דקות
A Classic Collection Of Short Stories,Lousia M. Alcott,קריינות: Penny Wyatt-Gold,ספר מוקלט,REFLEX BOOKS,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 30 בינואר 2021",5שעות 46דקות
Cursed: A Ghosts of Thores-Cross Short Story,Karen Perkins,קריינות: Karen Perkins,ספר מוקלט,LionheART Publishing House,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 30 בינואר 2021",1שעות
Take Out & Other Stories: A Collection of Weird Fiction,Robert Gannon,קריינות: Robert Gannon,ספר מוקלט,Sketching Details,2021,סיפורים קצרים,1,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בפברואר 2021",40דקות
7 best short stories by Maurice Leblanc,Maurice Leblanc,NaN,ספר דיגיטלי,Tacet Books,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 31 בינואר 2021",NaN
Love Letter from King Henry VIII to Anne Boleyn,King Henry VIII,קריינות: Rahul Bose,ספר מוקלט,Storytel Original IN,2021,סיפורים קצרים,4.06,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בפברואר 2021",2דקות
Love Letter from John Keats to Fanny Brawne,John Keats,קריינות: Rahul Bose,ספר מוקלט,Storytel Original IN,2021,סיפורים קצרים,4.03,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בפברואר 2021",2דקות
Love Letter from Lewis Carroll to Gertrude,Lewis Carroll,קריינות: Rahul Bose,ספר מוקלט,Storytel Original IN,2021,סיפורים קצרים,3.79,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בפברואר 2021",3דקות
Love Letter from Ludwig Von Beethoven to Immortal Beloved,Ludwig Von Beethoven,קריינות: Rahul Bose,ספר מוקלט,Storytel Original IN,2021,סיפורים קצרים,4.1,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בפברואר 2021",2דקות
Love Letter from Napoleon Bonaparte to Josephine,Napoléon Bonaparte,קריינות: Rahul Bose,ספר מוקלט,Storytel Original IN,2021,סיפורים קצרים,4.06,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בפברואר 2021",1דקות
Los cuentos absurrealistas,Daniel Sánchez Centellas,NaN,ספר דיגיטלי,Exlibric,2017,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 31 באוקטובר 2017",NaN
The Hanging Tree,Erik Lynd,NaN,ספר דיגיטלי,Broken Gods Press,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 31 בינואר 2021",NaN
Cruzatiempos,Daniel Sánchez Centellas,NaN,ספר דיגיטלי,Exlibric,2016,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 14 בנובמבר 2016",NaN
A Memory of Happiness,Erik Lynd,NaN,ספר דיגיטלי,Broken Gods Press,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 31 בינואר 2021",NaN
The Long Fall Into Midnight Vol. 1,Erik Lynd,NaN,ספר דיגיטלי,Broken Gods Press,2021,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 31 בינואר 2021",NaN
At Twenty-two,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",20דקות
Beyond the Pale,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",14דקות
Help Wanted: A Workplace Conflict Short Story,J. R. Nichols,קריינות: Jamie Hershberger,ספר מוקלט,Articulate Expression,2021,סיפורים קצרים,1,אנגלית,"תאריך פרסום
ספר מוקלט: 3 בפברואר 2021",18דקות
On the Strength of a Likeness,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",12דקות
Private Learoyd's Story,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",14דקות
Black Jack,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",31דקות
By Word of Mouth,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,1,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",9דקות
In Flood Time,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",17דקות
In the House of Suddhoo,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",16דקות
The Man That Corrupted Hadleyburg,Mark Twain,קריינות: Jason Cloud,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",1שעות 50דקות
Entrelazados,Alas de Papel,NaN,ספר דיגיטלי,Exlibric,2014,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 23 בינואר 2014",NaN
Para esta mañana diáfana,Daniela Alcívar Bellolio,NaN,ספר דיגיטלי,Pontificia Universidad Católica del Ecuador,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 2 בפברואר 2021",NaN
The Big Drunk Draf',Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",16דקות
The Broken-link Handicap,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",11דקות
The Courting of Dinah Shadd,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",42דקות
The Daughter of the Regiment,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",10דקות
The Drums of the Fore and Aft,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",1שעות 6דקות
The Finest Story in the World,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",58דקות
The Gate of the Hundred Sorrows,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",14דקות
The God from the Machine,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",16דקות
The Madness of Private Ortheris,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",15דקות
On Greenhow Hill,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",9דקות
The Man Who Would Be King,Rudyard Kipling,קריינות: Mark Young,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",1שעות 12דקות
The Rout of the White Hussars,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",20דקות
The Sending of Dana Da,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",21דקות
The Solid Muldoon,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",16דקות
The Story of Muhammad Din,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,1,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",6דקות
The Taking of Lungtungpen,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",10דקות
The Three Musketeers,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",11דקות
To Be Filed for Reference,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",17דקות
Wee Willie Winkie,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,5,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",21דקות
With the Main Guard,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",25דקות
Wressley of the Foreign Office,Rudyard Kipling,קריינות: Robin Nixon,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",11דקות
Kew Gardens,Virginia Woolf,קריינות: Cathy Szlamp,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,3.75,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בינואר 2020",21דקות
Monday or Tuesday,Virginia Woolf,קריינות: Cathy Szlamp,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,4,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בינואר 2020",2שעות 49דקות
The Mark on the Wall,Virginia Woolf,קריינות: Cathy Szlamp,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,4.8,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בינואר 2020",25דקות
A Dog's Tale,Mark Twain,קריינות: Cheryl Bassett,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,3.75,אנגלית,"תאריך פרסום
ספר מוקלט: 20 בנובמבר 2020",30דקות
The String Quartet,Virginia Woolf,קריינות: Cathy Szlamp,ספר מוקלט,Bookstream Audiobooks,2020,סיפורים קצרים,0,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בינואר 2020",13דקות
Elogio del demonio,Eusebio Ruvalcaba,NaN,ספר דיגיטלי,Editorial Cõ,2021,סיפורים קצרים,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 3 בפברואר 2021",NaN
