book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
El caso Brentano,Eugenia Dalmau, Eva Bau,Aoudio book,Word Audio Publishing,2020.0,Crime,4.02,Spanish,2020-09-15,1000,15.0,13.0
RACHE - Folge 3: Vertrauen ist tödlich,J.S. Frank, Sabine Arnhold,Aoudio book,Lübbe Audio,2020.0,Crime,3.67,German,2020-09-28,987,35.0,6.0
Professor van Dusen und die Witwentröster von Bombay,Marc Freund," Udo Schenk, Jürgen Thormann, Bernd Vollbrecht, Nicolai Tegeler, Bodo Wolf, Peter Flechtner, Sabine Arnhold, Luisa Wietzorek, Jörg Hengstler",Aoudio book,Highscore Music,2020.0,Crime,4.43,German,2020-09-25,990,13.0,1.0
Moriarty - Folge 1: Das Rätsel der Marie Celeste,Marc Freund," Ingo Abel, Detlef Tams, Lutz Mackensy, Joachim Tennstedt, Marc Schülert, Andreas Fröhlich, Charles Rettinghaus, Florian Halm, Liane Rudolph, Stefan Krause, Romanus Fuhrmann, Magdalena Höfner",Aoudio book,Highscore Music,2020.0,Crime,4.14,German,2020-09-25,990,13.0,1.0
Brennender Zorn,Jonas Maas," Reent Reins, Werner Wilkening, Wolfgang Bahro, Sascha Rotermund, Lutz Mackensy, Torsten Münchow, Peter Lontzek, Marc Schülert, Patrick Holtheuer, Tammo Kaulbarsch, Sarah Alles, André Beyer, Alexander Kruuse Mettin, Katja Keßler, Dirc Simpson, Tetje Mierendorf, Jean Coppong, Sina Zadra, André Teuber",Aoudio book,Highscore Music,2020.0,Crime,4.37,German,2020-09-25,990,8.0,1.0
Caught Red-Handed,Denise Domning, Gildart Jackson,Aoudio book,Tantor Audio,2020.0,Crime,4.1,English,2020-12-08,916,5.0,8.0
The Useful Idiot,John Sweeney, John Sweeney,Aoudio book,Tantor Audio,2020.0,Crime,4.0,English,2020-12-08,916,56.0,8.0
Der Mensch ist böse,Julian Hannes," Julian Horeyseck, Matthias Lühn",Aoudio book,Lübbe Audio,2020.0,Crime,4.52,German,2020-09-18,997,5.0,9.0
Slow Horses,Mick Herron, Seán Barrett,Aoudio book,Isis Publishing Ltd,2010.0,Crime,4.23,English,2010-08-01,4698,44.0,9.0
Die Laughing,Carola Dunn, Lucy Rayner,Aoudio book,Blackstone Publishing,2017.0,Crime,4.13,English,2017-03-07,2288,24.0,8.0
Time of Death,Lucy Kerr, Amy McFadden,Aoudio book,Blackstone Publishing,2017.0,Crime,3.25,English,2017-03-14,2281,5.0,9.0
Prędkość,Dean Koontz, Andrzej Ferenc,Aoudio book,Storyside,2021.0,Crime,4.24,Polish,2021-02-23,839,35.0,11.0
"Die App - Sie kennen dich. Sie wissen, wo du wohnst",Arno Strobel, Sascha Rotermund,Aoudio book,Argon Verlag GmbH,2020.0,Crime,4.3,German,2020-10-23,962,39.0,7.0
Kathleen,Christopher Morley, Kirk Ziegler,Aoudio book & Digital book,SAGA Egmont,2020.0,Crime,0.0,English,2020-09-18,997,57.0,1.0
The Silent Bullet,Arthur B. Reeve, Elliott Miller,Aoudio book,SAGA Egmont,2020.0,Crime,0.0,English,2020-09-18,997,52.0,8.0
The Haunted Bookshop,Christopher Morley, J.M. Smallheer,Aoudio book,SAGA Egmont,2020.0,Crime,0.0,English,2020-09-18,997,31.0,5.0
The Poisoned Pen,Arthur B. Reeve, Elliott Miller,Aoudio book,SAGA Egmont,2020.0,Crime,0.0,English,2020-09-18,997,12.0,10.0
El misterio del valle Boscombe,Arthur Conan Doyle,No announcer,Digital book,SAGA Egmont,2020.0,Crime,0.0,Spanish,2020-09-18,997,0.0,0.0
El hombre del labio torcido,Arthur Conan Doyle,No announcer,Digital book,SAGA Egmont,2021.0,Crime,0.0,Spanish,2021-02-16,846,0.0,0.0
Crimen y Castigo,Fiódor Dostoyevski,No announcer,Digital book,SAGA Egmont,2020.0,Crime,5.0,Spanish,2020-09-18,997,0.0,0.0
Danger,Robin Nye,No announcer,Digital book,The Conrad Press,2020.0,Crime,0.0,English,2020-08-08,1038,0.0,0.0
Pater Brown - Edition 6: Vier Spannende Kriminalhörspiele,Daniela Wakonigg," Andreas von der Meden, Claus Wilcke, Andreas Borcherding, Sascha Draeger, Hans-Georg Panczak, Volker Brandt, Thomas Karallus, Norbert Gastell, Michael Harck, Volker Bogdan, Tina Eschmann, Fritz von Hardenberg, Edgar Bessen, Kai-Henrik Möller",Aoudio book,Highscore Music,2020.0,Crime,4.25,German,2020-10-02,983,30.0,3.0
Vengeance,A.J. Scudiere," Gabrielle de Cuir, Judy Young, Cassandra Campbell, Harlan Ellison, Don Leslie, Kristoffer Tabori, Richard Brewer, Stephanie Zimbalist, Tom Schiff",Aoudio book,Griffyn Ink,2019.0,Crime,0.0,English,2019-12-30,1260,28.0,15.0
Behind Closed Doors,Anna Katharine Green, Jennifer Fournier,Aoudio book,Voices of Today - USA,2020.0,Crime,0.0,English,2020-06-18,1089,13.0,13.0
The House of Shadows,Paul Doherty,No announcer,Digital book,Canelo Adventure,2020.0,Crime,3.0,English,2020-10-26,959,0.0,0.0
Bloodstone,Paul Doherty,No announcer,Digital book,Canelo Adventure,2020.0,Crime,3.0,English,2020-10-26,959,0.0,0.0
The Devil's Domain,Paul Doherty,No announcer,Digital book,Canelo Adventure,2020.0,Crime,3.0,English,2020-10-26,959,0.0,0.0
The Field of Blood,Paul Doherty,No announcer,Digital book,Canelo Adventure,2020.0,Crime,3.0,English,2020-10-26,959,0.0,0.0
Sherlock Holmes and the Rune Stone Mystery,Larry Millett, Steve Hendrickson,Aoudio book,Spoken Realms,2017.0,Crime,3.69,English,2017-02-28,2295,56.0,9.0
Message from a Stranger,Norman Firth,No announcer,Digital book,Wildside Press,2020.0,Crime,0.0,English,2020-08-29,1017,0.0,0.0
Witness to Murder,Norman Firth,No announcer,Digital book,Wildside Press,2020.0,Crime,2.0,English,2020-08-29,1017,0.0,0.0
Unraveled,Reavis Z. Wortham, Traber Burns,Aoudio book,Blackstone Publishing,2017.0,Crime,4.0,English,2017-02-14,2309,36.0,9.0
Szyfr zbrodni,Jerzy Marian Mech, Maciej Szklarz,Aoudio book & Digital book,Lind & Co,2020.0,Crime,3.75,Polish,2020-10-19,966,41.0,4.0
Kolekcjoner,Marcin Radwański, Mikołaj Krawczyk,Aoudio book & Digital book,Lind & Co,2020.0,Crime,3.84,Polish,2020-09-14,1001,50.0,7.0
Zemsta ze skutkiem śmiertelnym,Katarzyna Gacek, Izabela Bukowska,Aoudio book,Lind & Co,2020.0,Crime,4.57,Polish,2020-09-21,994,39.0,7.0
City of Ghosts,Ben Creed, Saul Reichlin,Aoudio book,W. F. Howes Ltd,2020.0,Crime,3.0,English,2020-10-15,970,53.0,10.0
Letzte Flammen,René Dettwiler,No announcer,Digital book,House of Isle,2020.0,Crime,3.0,German,2020-09-10,1005,0.0,0.0
Love You Dead,Peter James, Daniel Weyman,Aoudio book,Macmillan Digital Audio,2016.0,Crime,4.29,English,2016-05-19,2580,53.0,12.0
The Laws of our Fathers,Scott Turow, Robert G. Slade,Aoudio book,Macmillan Digital Audio,2016.0,Crime,2.86,English,2016-09-22,2454,2.0,25.0
"Hell is Empty ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.16,English,2020-09-01,1014,30.0,8.0
"Another Man's Moccasins ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.21,English,2020-09-01,1014,46.0,8.0
"Wait for Signs ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.22,English,2020-09-01,1014,8.0,5.0
"Next to Last Stand ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.04,English,2020-09-22,993,56.0,7.0
"Junkyard Dogs ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.09,English,2020-09-01,1014,36.0,7.0
"Spirit of Steamboat ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.0,English,2020-09-01,1014,39.0,3.0
"The Dark Horse ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.04,English,2020-09-01,1014,46.0,8.0
"A Serpent's Tooth ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,3.9,English,2020-09-01,1014,26.0,9.0
"The Highwayman ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.24,English,2020-09-01,1014,43.0,3.0
"Dry Bones ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.0,English,2020-09-01,1014,16.0,8.0
"Any Other Name ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,3.9,English,2020-09-01,1014,30.0,8.0
"Worst Fears Realized ""International Edition""",Stuart Woods, Richard Ferrone,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,3.33,English,2020-09-01,1014,20.0,9.0
"Death Without Company ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.11,English,2020-09-01,1014,50.0,9.0
"The Cold Dish ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.06,English,2020-09-01,1014,19.0,13.0
"Kindness Goes Unpunished ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,3.96,English,2020-09-01,1014,43.0,8.0
"Land of Wolves ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.1,English,2020-09-01,1014,10.0,8.0
"The Western Star ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.25,English,2020-09-01,1014,39.0,7.0
"Depth of Winter ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,3.95,English,2020-09-01,1014,55.0,7.0
"An Obvious Fact ""International Edition""",Craig Johnson, George Guidall,Aoudio book,"Recorded Books, Inc.",2020.0,Crime,4.14,English,2020-09-01,1014,50.0,7.0
Murder at the Races,Carmen Radtke, Taryn Ryan,Aoudio book,Aurora,2020.0,Crime,3.5,English,2020-10-01,984,44.0,6.0
"Edgar Allan Poe & Auguste Dupin, Aus den Archiven, Folge 9: Das Rattendorf",Edgar Allan Poe," Uve Teschner, Dietmar Wunder, Gerhard Acktun, Annina Braunmiller, Douglas Welbat, Manfred Lehmann, Volker Brandt, Uta Dänekamp",Aoudio book,Highscore Music,2020.0,Crime,5.0,German,2020-10-09,976,3.0,1.0
"Mimi Rutherfurt, Edition 5: Vier Spannende Kriminalhörspiele",Maureen Butcher," Udo Schenk, Stefan Kaminski, Lutz Riedel, Bernd Vollbrecht, Andreas Fröhlich, Peter Groeger, Gisela Fritsch, Frank Otto Schenk, Stefan Staudinger, Ole Pfennig, Christian Toberentz, Anke Reitzenstein",Aoudio book,Highscore Music,2020.0,Crime,4.8,German,2020-10-09,976,27.0,4.0
Der Tod ist heut in Quarantäne,Susanne Hanika, Yara Blümel,Aoudio book,Lübbe Audio,2020.0,Crime,4.22,German,2020-09-25,990,34.0,2.0
Destino Gijón,Susana Martín Gijón,No announcer,Digital book,Editorial Anantes,2020.0,Crime,4.0,Spanish,2020-09-10,1005,0.0,0.0
The Sign of the Four,Arthur Conan Doyle, Robin Cotter,Aoudio book,Erika,2020.0,Crime,0.0,English,2020-10-07,978,13.0,4.0
Hummelstich - Folge 1: Ein Mord kommt selten allein,Katharina Schendel, Gabriele Blum,Aoudio book,Lübbe Audio,2020.0,Crime,4.24,German,2020-09-30,985,44.0,4.0
Tödliches Labskaus,Lena Karmann, Elena Wilms,Aoudio book,Lübbe Audio,2020.0,Crime,4.41,German,2020-09-30,985,57.0,4.0
Einmal morden ist nicht genug,Irene Scharenberg,No announcer,Digital book,Prolibris Verlag,2020.0,Crime,0.0,German,2020-09-16,999,0.0,0.0
Ciało,Iga Horn, Anna Próchniak,Aoudio book,Storyside,2020.0,Crime,3.96,Polish,2020-09-25,990,27.0,9.0
What We’ve Lost Is Nothing: A Novel,Rachel Louise Snyder, Rachel Louis Snyder,Aoudio book,Blackstone Publishing,2020.0,Crime,4.5,English,2020-09-08,1007,2.0,8.0
The Lucky Stiff,Craig Rice, Johnny Heller,Aoudio book,Blackstone Publishing,2020.0,Crime,0.0,English,2020-09-08,1007,7.0,6.0
Expert Witness: Wrongful Death,Judy Tarver, Pamela Almand,Aoudio book,Judy Tarver,2020.0,Crime,0.0,English,2020-09-08,1007,41.0,5.0
La librera y el ladrón,Oliver Espinosa, Mónica Erdocia,Aoudio book,Planeta Audio,2020.0,Crime,3.67,Spanish,2020-09-15,1000,38.0,8.0
Crime and Punishment,Fyodor Dostoyevsky, George Guidall,Aoudio book,"Recorded Books, Inc.",2000.0,Crime,4.27,English,2000-10-17,8273,2.0,25.0
Street of the Five Moons,Elizabeth Peters, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2004.0,Crime,4.5,English,2004-06-24,6927,49.0,7.0
Even the Wicked,Lawrence Block, Mark Hammer,Aoudio book,"Recorded Books, Inc.",2008.0,Crime,0.0,English,2008-02-11,5600,1.0,12.0
Trojan Gold,Elizabeth Peters, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2004.0,Crime,4.5,English,2004-06-18,6933,33.0,10.0
Night Train to Memphis,Elizabeth Peters, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2008.0,Crime,4.0,English,2008-03-10,5572,44.0,13.0
Silhouette in Scarlet,Elizabeth Peters, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2004.0,Crime,3.75,English,2004-06-24,6927,44.0,6.0
Bootlegger's Daughter,Margaret Maron, C.J. Critt,Aoudio book,"Recorded Books, Inc.",2004.0,Crime,0.0,English,2004-04-01,7011,35.0,9.0
Blind Descent,Nevada Barr, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2004.0,Crime,4.33,English,2004-07-29,6892,15.0,12.0
Naked Once More,Elizabeth Peters, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2008.0,Crime,3.2,English,2008-03-10,5572,32.0,13.0
Borrower of the Night,Elizabeth Peters, Barbara Rosenblat,Aoudio book,"Recorded Books, Inc.",2004.0,Crime,4.25,English,2004-07-29,6892,17.0,7.0
Home Fires,Margaret Maron, C.J. Critt,Aoudio book,"Recorded Books, Inc.",2008.0,Crime,0.0,English,2008-02-24,5587,22.0,7.0
Killer Market,Margaret Maron, C.J. Critt,Aoudio book,"Recorded Books, Inc.",2007.0,Crime,0.0,English,2007-11-26,5677,14.0,8.0
Fallen Idols,J. F. Freedman, Richard Ferrone,Aoudio book,"Recorded Books, Inc.",2008.0,Crime,0.0,English,2008-02-15,5596,39.0,15.0
La stagione del fango,Antonio Fusco, Massimiliano Zampetti,Aoudio book,Storyside,2020.0,Crime,4.4,Italian,2020-10-07,978,15.0,5.0
Yo fui Johnny Thunders,Carlos Zanón, Pepe Odena,Aoudio book,Storyside,2020.0,Crime,3.82,Spanish,2020-10-09,976,10.0,0.0
Śmiertelne kłamstwa,Sarah A. Denzil, Paulina Holtz,Aoudio book,Filia / Storyside,2020.0,Crime,4.25,Polish,2020-09-12,1003,17.0,8.0
Kto chce ich śmierci,Cara Hunter, Radosław Krzyżowski,Aoudio book,Filia / Storyside,2020.0,Crime,4.53,Polish,2020-09-11,1004,2.0,11.0
Ambición: Toda una aventura de la detective Celia.,Amparo Peris,No announcer,Digital book,Editorial Sargantana,2020.0,Crime,0.0,Spanish,2020-08-24,1022,0.0,0.0
Windigo Island,William Kent Krueger, David Chandler,Aoudio book,"Recorded Books, Inc.",2014.0,Crime,3.0,English,2014-08-19,3219,46.0,11.0
"Der Preller - Gerd Köster liest Edgar Wallace - Kurzgeschichten Teil 1, Band 3",Edgar Wallace, Gerd Köster,Aoudio book,GMO Audio,2020.0,Crime,0.0,German,2020-09-18,997,16.0,1.0
La Luciole - Vie et mort de Lucilio Vanini (non abrégée),François LOZET," François LOZET, Olivier Moreau, Harpo Lab",Aoudio book,Harpo,2017.0,Crime,0.0,French,2017-10-08,2073,54.0,1.0
"Sherlock Holmes & Co, Folge 36: Der Jungbrunnen, Episode 1",Markus Topf," Lutz Riedel, Charles Rettinghaus, Florian Halm, Wolfgang Condrus, Ronald Nitschke, Kerstin Draeger, Andreas Borcherding, Melek Erenay, Holger Löwenberg",Aoudio book,Highscore Music,2018.0,Crime,5.0,German,2018-03-16,1914,47.0,0.0
"Sherlock Holmes, Die Originale, Fall 59: Das leere Haus",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,1.0,0.0
"Sherlock Holmes, Die Originale, Fall 5: Die sechs Napoleons",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,1.0,0.0
"Sherlock Holmes, Die Originale, Fall 60: Seine Abschiedsvorstellung",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,55.0,0.0
"Sherlock Holmes, Die Originale, Fall 61: Wie Watson den Trick lernte",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,1.0,1.0
"Sherlock Holmes, Die Originale, Fall 62: Der verschwundene Sherlock Holmes",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,5.0,German,2018-03-02,1928,17.0,1.0
"Sherlock Holmes, Die Originale, Fall 63: Die drei Mörder des Sir William",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,17.0,1.0
"Sherlock Holmes, Die Originale, Fall 64: Nebel des Schreckens",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,52.0,0.0
"Sherlock Holmes, Die Originale, Fall 65: Als der Meister sich verlor",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,5.0,German,2018-03-02,1928,2.0,1.0
"Sherlock Holmes, Die Originale, Fall 6: Das Tal der Furcht",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,42.0,1.0
"Sherlock Holmes, Die Originale, Fall 7: Der Vampir von Sussex",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,59.0,0.0
"Sherlock Holmes, Die Originale, Fall 8: Der Patient",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,3.0,1.0
"Sherlock Holmes, Die Originale, Fall 9: Ein Skandal in Böhmen",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,8.0,1.0
Danger - Part 16: Mutiert,Markus Duschek," Mark Bremer, Reent Reins, Michael Pan, Tobias Lelle, Wolf Frass, Holger Löwenberg, Alexandra Lange, Thomas Karallus, Ulrike Stürzbecher, Michael Grimm",Aoudio book,Highscore Music,2018.0,Crime,5.0,German,2018-04-13,1886,50.0,0.0
Kostas Charitos - Band 12: Offshore,Petros Markaris, Peter Holliger,Aoudio book,Diogenes Verlag AG,2020.0,Crime,0.0,German,2020-09-18,997,28.0,9.0
The Promise - Part 3,Steffen Jacobsen, Chris Jenkins,Aoudio book,SAGA Egmont,2020.0,Crime,3.67,English,2020-10-05,980,53.0,0.0
The Promise - Part 4,Steffen Jacobsen, Chris Jenkins,Aoudio book,SAGA Egmont,2020.0,Crime,3.17,English,2020-10-05,980,49.0,0.0
The Promise - Part 1,Steffen Jacobsen, Chris Jenkins,Aoudio book,SAGA Egmont,2020.0,Crime,3.36,English,2020-10-05,980,54.0,0.0
The Promise - Part 2,Steffen Jacobsen, Chris Jenkins,Aoudio book,SAGA Egmont,2020.0,Crime,3.71,English,2020-10-05,980,52.0,0.0
En la oscuridad,Mark Billingham, Arturo López,Aoudio book & Digital book,Jentas ES,2020.0,Crime,3.38,Spanish,2020-10-07,978,11.0,10.0
Un tío con una bolsa en la cabeza,Alexis Ravelo,No announcer,Digital book,Siruela,2020.0,Crime,4.67,Spanish,2020-09-23,992,0.0,0.0
Howloween Murder,Laurien Berenson, Angie Hickman,Aoudio book,Tantor Audio,2020.0,Crime,3.5,English,2020-12-08,916,32.0,4.0
The Demise,Diane Moody, Courtney Patterson,Aoudio book,Tantor Audio,2020.0,Crime,0.0,English,2020-12-17,907,21.0,9.0
The Legacy,Diane Moody, Courtney Patterson,Aoudio book,Tantor Audio,2021.0,Crime,0.0,English,2021-01-19,874,51.0,9.0
The Sibling,Diane Moody, Courtney Patterson,Aoudio book,Tantor Audio,2021.0,Crime,0.0,English,2021-02-02,860,15.0,9.0
It Walks by Night,John Dickson Carr, John Telfer,Aoudio book,Soundings,2020.0,Crime,3.33,English,2020-10-01,984,39.0,8.0
"Sherlock Holmes, Die Originale, Fall 13: Der griechische Dolmetscher",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,6.0,1.0
"Sherlock Holmes, Die Originale, Fall 14: Die tanzenden Männchen",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,56.0,0.0
"Sherlock Holmes, Die Originale, Fall 15: Die Internatsschule",Arthur Conan Doyle," Christian Rode, Peter Groeger, Stephan Schwartz",Aoudio book,Highscore Music,2018.0,Crime,0.0,German,2018-03-02,1928,11.0,1.0
