book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
Deathbed: The Father Koesler Mysteries: Book 8,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,4.0,English,2012-07-17,3982,0.0,0.0
Call No Man Father: The Father Koesler Mysteries: Book 17,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2013.0,Crime,0.0,English,2013-01-15,3800,0.0,0.0
Body Count: The Father Koesler Mysteries: Book 14,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,0.0,English,2012-11-13,3863,0.0,0.0
Assault with Intent: The Father Koesler Mysteries: Book 4,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,4.0,English,2012-05-15,4045,0.0,0.0
Deadline for a Critic: The Father Koesler Mysteries: Book 9,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,4.0,English,2012-09-18,3919,0.0,0.0
Masquerade: The Father Koesler Mysteries: Book 12,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,0.0,English,2012-09-18,3919,0.0,0.0
Shadow of Death: The Father Koesler Mysteries: Book 5,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,2.5,English,2012-07-17,3982,0.0,0.0
Dead Wrong: The Father Koesler Mysteries: Book 15,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,5.0,English,2012-11-13,3863,0.0,0.0
Sudden Death: The Father Koesler Mysteries: Book 7,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,4.0,English,2012-07-17,3982,0.0,0.0
Eminence: The Father Koesler Mysteries: Book 11,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,0.0,English,2012-09-18,3919,0.0,0.0
Marked for Murder: The Father Koesler Mysteries: Book 10,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,4.0,English,2012-09-18,3919,0.0,0.0
Chameleon: The Father Koesler Mysteries: Book 13,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2012.0,Crime,0.0,English,2012-11-13,3863,0.0,0.0
Requiem for Moses: The Father Koesler Mysteries: Book 18,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2013.0,Crime,0.0,English,2013-01-15,3800,0.0,0.0
The Greatest Evil: The Father Koesler Mysteries: Book 20,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2013.0,Crime,0.0,English,2013-01-15,3800,0.0,0.0
The Man Who Loved God: The Father Koesler Mysteries: Book 19,William Kienzle,No announcer,Digital book,Andrews McMeel Publishing,2013.0,Crime,0.0,English,2013-01-15,3800,0.0,0.0
The Keeper,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Man Who Slept All Day,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Name Is Malone,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Two Songs This Archangel Sings,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Dead Man's Diary and A Taste for Cognac,Brett Halliday,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Sunday Pigeon Murders,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Thursday Turkey Murders,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Unlocking Season: A Joanne Kilbourn Mystery,Gail Bowen, Athena Karkanis,Aoudio book,ECW Press,2020.0,Crime,3.67,English,2020-09-01,1014,4.0,10.0
"The Exploits of Dr. Sam Johnson, Detector",Lillian de la Torre,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Mornings in London,Janice Law,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Dream of a Falling Eagle,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Trial by Fury,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,3.0,English,2018-11-09,1676,0.0,0.0
The Language of Cannibals,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
In the House of Secret Enemies,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Chant,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Code of Blood,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Crime on My Hands,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Jungle of Steel and Stone,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
My Kingdom for a Hearse,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Brick Foxhole,Richard Brooks,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Home Sweet Homicide,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Second Horseman Out of Eden,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
An Affair of Sorcerers,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Fear in Yesterday's Rings,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Cirak's Daughter,Charlotte MacLeod,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Bleeding in the Eye of a Brainstorm,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
King Devil,Charlotte MacLeod,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Cold Smell of Sacred Stone,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Eight Faces at Three,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Silent Killer,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Innocent Bystander,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Finders Keepers by Stephen King | Summary & Analysis,IRB Media,No announcer,Digital book,IRB Media,2015.0,Crime,0.0,English,2015-06-23,2911,0.0,0.0
The Rumor by Elin Hilderbrand | Summary & Analysis,IRB Media,No announcer,Digital book,IRB Media,2015.0,Crime,0.0,English,2015-07-08,2896,0.0,0.0
Supernatural Serial Killers: What makes them murder?,Samantha Lyon,No announcer,Digital book,Arcturus,2015.0,Crime,2.5,English,2015-11-25,2756,0.0,0.0
Evil Serial Killers,Charlotte Greig,No announcer,Digital book,Arcturus,2006.0,Crime,0.0,English,2006-04-01,6281,0.0,0.0
Classic Tales of Detection & Adventure,Edgar Allan Poe,No announcer,Digital book,Arcturus,2018.0,Crime,0.0,English,2018-05-11,1858,0.0,0.0
Mafia Murders,M. A. Frasca,No announcer,Digital book,Arcturus,2015.0,Crime,4.0,English,2015-11-25,2756,0.0,0.0
The Four Just Men: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
"The American Short Story, 1921: Great American Stories From History",Sherwood Anderson,No announcer,Digital book,Miniature Masterpieces,2014.0,Crime,0.0,English,2014-11-10,3136,0.0,0.0
The Angel Of Terror: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
The Fourth Plague: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
"Black Mask Audio Magazine, Vol. 1",Various authors," Grover Gardner, Tom Weiner, Anthony Heald, Richard Ferrone, Lorna Raver, Malcolm Hillgartner, William Hughes, Christine Williams, George Guidall, Jeff Woodman, Richard Allen, Burt Ross, A Full Cast, Kaitlyn Hopkins, Rochelle Savitt",Aoudio book,Blackstone Publishing,2008.0,Crime,4.0,English,2008-07-01,5459,12.0,5.0
The Law Of The Four Just Men: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
"Kim: ""There is no sin so great as ignorance. Remember this.""",Rudyard Kipling,No announcer,Digital book,A Word To The Wise,2013.0,Crime,0.0,English,2013-08-20,3583,0.0,0.0
Two Jews = Three Shuls,Sandra Tankoos,No announcer,Digital book,Resource Publications,2020.0,Crime,0.0,English,2020-06-05,1102,0.0,0.0
The Man Who Bought London: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
The Melody Of Death: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
Daisy's Aunt,E.F. Benson,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-06-17,3282,0.0,0.0
Miss Mapp,E.F. Benson,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-06-17,3282,0.0,0.0
"The Book of All Power: “I never did believe in the equality of the sexes, but no girl is the weaker vessel if she gets first grip of the kitchen poker.”",Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
The Blotting Book,E.F. Benson,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-06-17,3282,0.0,0.0
Queen Lucia,E.F. Benson,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-06-17,3282,0.0,0.0
And the Hippos Were Boiled in Their Tanks,Jack Kerouac, Ray Porter,Aoudio book,Blackstone Publishing,2009.0,Crime,3.89,English,2009-02-10,5235,20.0,4.0
Mecca for Murder,Stephen Marlowe,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Shadow of a Broken Man,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
An Incident at Bloodtide,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Lucky Stiff,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Beasts of Valhalla,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
"The Return of Dr. Sam Johnson, Detector",Lillian de la Torre,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
"The Man Who Was Thursday: ""It is always the humble man who talks too much; the proud man watches himself too closely.""",G.K. Chesterton,No announcer,Digital book,A Word To The Wise,2013.0,Crime,0.0,English,2013-08-20,3583,0.0,0.0
City of Whispering Stone,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Dark Chant in a Crimson Key,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Detections of Dr. Sam Johnson,Lillian de la Torre,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Right Murder,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Just Men Of Cordova: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
King's Gambit,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
The Council Of Justice: “An intellectual is someone who has found something more interesting than sex.”,Edgar Wallace,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-05-08,3322,0.0,0.0
Bone,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Yesterday's Murder,Craig Rice,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Turn Loose the Dragons,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Dodo Wonders,E.F. Benson,No announcer,Digital book,A Word To The Wise,2014.0,Crime,0.0,English,2014-06-17,3282,0.0,0.0
"Moonstone: ""Your tears come easy, when you're young, and beginning the world. Your tears come easy, when you're old, and leaving it.""",Wilkie Collins,No announcer,Digital book,A Word To The Wise,2013.0,Crime,0.0,English,2013-08-20,3583,0.0,0.0
Prism,George C. Chesbro,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
"Dr. Sam Johnson, Detector",Lillian de la Torre,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Maid of Honor,Charlotte MacLeod,No announcer,Digital book,mysteriouspress.com,2018.0,Crime,0.0,English,2018-11-09,1676,0.0,0.0
Tee? Kaffee? Mord! - Das Geheimnis des toten Anwalt,Ellen Barksdale, Vera Teltz,Aoudio book,Lübbe Audio,2020.0,Crime,4.57,German,2020-09-11,1004,5.0,4.0
Dangerous Pursuits,Jo Bannister, Simon Mattacks,Aoudio book,Soundings,2020.0,Crime,0.0,English,2020-09-01,1014,20.0,8.0
Killing in Your Name,Gary Donnelly, Stephen Armstrong,Aoudio book,Isis Publishing Ltd,2020.0,Crime,3.5,English,2020-09-01,1014,48.0,11.0
Bibliomysteries Volume 2,Thomas Perry," Matt Godfrey, Christina Delaine",Aoudio book,HighBridge Audio,2021.0,Crime,2.29,English,2021-01-05,888,26.0,25.0
Beer Money: A Tale of the Iowa City Beer Mafia,S.C. Sherman, Adam Barr,Aoudio book,HighBridge Audio,2020.0,Crime,0.0,English,2020-11-17,937,32.0,8.0
Los cuerpos extraños,Lorenzo Silva, Miguel Coll,Aoudio book,Planeta Audio,2020.0,Crime,4.08,Spanish,2020-09-03,1012,15.0,10.0
The Babe Ruth Deception,David O. Stewart, L.J. Ganser,Aoudio book,Tantor Audio,2020.0,Crime,0.0,English,2020-12-01,923,1.0,8.0
Fatal Festival Days,Jamie Blair, Johanna Parker,Aoudio book,Tantor Audio,2020.0,Crime,4.33,English,2020-11-24,930,45.0,5.0
Trash Day Tragedy,Jamie Blair, Johanna Parker,Aoudio book,Tantor Audio,2020.0,Crime,4.33,English,2020-12-17,907,56.0,3.0
Woeful Wedding Day,Jamie Blair, Johanna Parker,Aoudio book,Tantor Audio,2021.0,Crime,4.4,English,2021-01-12,881,6.0,4.0
Empty Nest,Josi Avari, Angie Hickman,Aoudio book,Tantor Audio,2020.0,Crime,3.4,English,2020-12-29,895,8.0,0.0
Bad Egg,Josi Avari, Angie Hickman,Aoudio book,Tantor Audio,2021.0,Crime,3.5,English,2021-01-26,867,37.0,6.0
Scavenger: A Mystery,Christopher Chambers, Ron Butler,Aoudio book,Tantor Audio,2021.0,Crime,0.0,English,2021-08-31,650,28.0,10.0
Kings and Emperors,Dewey Lambdin,No announcer,Digital book,Canelo Adventure,2020.0,Crime,5.0,English,2020-10-19,966,0.0,0.0
The Strange Case of Dr. Jekyll & Mr. Hyde,Robert Louis Stevenson, Geoffrey Giuliano and the Icon Players,Aoudio book,Author's Republic,2020.0,Crime,4.17,English,2020-08-21,1025,16.0,3.0
"Edgar Allan Poe & Auguste Dupin, Aus den Archiven, Folge 8: Mörderisches Spektakel",Markus Duschek," Helmut Krauss, Douglas Welbat, Manfred Lehmann, Uve Teschner",Aoudio book,Highscore Music,2020.0,Crime,5.0,German,2020-09-25,990,4.0,1.0
Season of the Wind [Dramatized Adaptation],Ralph Cotton," Shanta Parasuraman, Michael John Casey, Colleen Delany, Ken Jackson, Eric Messner, Scott McCormick, Steve Wannall, Alejandro Ruiz, Bradley Smith, Matthew Pauli, Rana Kay, A Full Cast",Aoudio book,GraphicAudio,2020.0,Crime,3.5,English,2020-09-01,1014,49.0,4.0
Abre los ojos: Ya no volverás a ser el mismo...,Natalia S. Samburgo,No announcer,Digital book,Autores del Mundo,2020.0,Crime,0.0,Spanish,2020-08-28,1018,0.0,0.0
"Die größten Fälle von Scotland Yard, Folge 44: Die dritte Leiche",Paul Burghardt," Mark Bremer, Reent Reins, Paul Burghardt, Jenny Maria Meyer, André Beyer, Kim Hasper, Christa Krings, Matthias Ubert",Aoudio book,Highscore Music,2020.0,Crime,4.5,German,2020-09-25,990,57.0,0.0
"Sherlock Holmes & Co, Folge 55: Perlen des Todes",Marc Freund," Jörg Pintsch, Ilona Otto, Udo Schenk, Alexander Turrek, Lutz Mackensy, Torsten Münchow, Andreas Fröhlich, Charles Rettinghaus, Florian Halm, Patrick Holtheuer, Bodo Wolf, Arianne Borbach, Stefan Krause, Janis Zaurins, Björn Schalla, Tom Solo, Sina Zadra, André Teuber",Aoudio book,Highscore Music,2020.0,Crime,4.0,German,2020-09-25,990,5.0,1.0
"Mimi Rutherfurt, Edition 4: Vier Spannende Kriminalhörspiele",Ben Sachtleben," Karen Schulz Vobach, Helmut Krauss, Erich Räuker, Gisela Fritsch, Stefan Staudinger, Michael Iwannek",Aoudio book,Highscore Music,2020.0,Crime,4.5,German,2020-09-25,990,21.0,4.0
"Sherlock Holmes, Folge 4: Bakerstreet Blogs",Sabine Friedrich, Ulrike Johannson,Aoudio book,Highscore Music,2020.0,Crime,0.0,German,2020-09-25,990,39.0,1.0
The Hound of the Baskervilles,Sir Arthur Conan Doyle, Geoffrey Giuliano and the Icon Players,Aoudio book,Author's Republic,2020.0,Crime,3.83,English,2020-08-26,1020,49.0,6.0
"Nick Steins zweiter Fall - Stille Schuld - Nick Stein-Reihe, Band 2",Gerlinde Friewald, August Thiemann,Aoudio book,dp audiobooks,2020.0,Crime,4.29,German,2020-09-22,993,26.0,7.0
Paul Temple und der Fall Foster,Francis Durbridge, Omid-Paul Eftekhari,Aoudio book,Pidax,2020.0,Crime,4.31,German,2020-10-02,983,22.0,6.0
Für Königreich und Vaterland,Andreas Masuth," Martin Sabel, Christian Rode, Bernd Stephan, Nicolai Tegeler, Lutz Harder, Peter Groeger, Erich Räuker, Arianne Borbach, Tobias Nath, Jürgen Kluckert, Niels Rieke, Michael Pink",Aoudio book,Romantruhe Audio,2020.0,Crime,4.38,German,2020-09-18,997,16.0,1.0
"Sherlock Holmes, Bakerstreet Blogs - Folge 3",Sabine Friedrich, Ulrike Johannson,Aoudio book,Highscore Music,2020.0,Crime,0.0,German,2020-09-18,997,55.0,1.0
Blutige Rache,David Gordon, Dietmar Wunder,Aoudio book,dp audiobooks,2020.0,Crime,4.29,German,2020-09-16,999,44.0,6.0
Ein dänisches Verbrechen,Frida Gronover, Regine Lange,Aoudio book,Fine Voices,2020.0,Crime,4.35,German,2020-09-11,1004,30.0,9.0
"A Hard, Cruel Shore",Dewey Lambdin,No announcer,Digital book,Canelo Adventure,2020.0,Crime,4.33,English,2020-10-19,966,0.0,0.0
A Fine Retribution,Dewey Lambdin,No announcer,Digital book,Canelo Adventure,2020.0,Crime,4.0,English,2020-10-19,966,0.0,0.0
Hidden Foes,Nicholas Carter,No announcer,Digital book,Wildside Press,2020.0,Crime,0.0,English,2020-08-24,1022,0.0,0.0
The Feathered Octopus,Lester Dent,No announcer,Digital book,Wildside Press,2020.0,Crime,0.0,English,2020-08-24,1022,0.0,0.0
The Lonesome Swamp Mystery,Hugh Lloyd,No announcer,Digital book,Wildside Press,2020.0,Crime,0.0,English,2020-08-24,1022,0.0,0.0
The Lost Mine of the Amazon,Hugh Lloyd,No announcer,Digital book,Wildside Press,2020.0,Crime,0.0,English,2020-08-24,1022,0.0,0.0
Endstation Engadin,Gian Maria Calonder,No announcer,Digital book,Kampa Verlag,2019.0,Crime,0.0,German,2019-08-30,1382,0.0,0.0
Auf einem einsamen Weg: Der 14. Fall für Gamache,Louise Penny,No announcer,Digital book,Kampa Verlag,2019.0,Crime,5.0,German,2019-08-30,1382,0.0,0.0
Der Fall Caruso,Johannes Wilkes,No announcer,Digital book,ars vivendi Verlag,2020.0,Crime,5.0,German,2020-06-30,1077,0.0,0.0
Duffy,Dan Kavanagh,No announcer,Digital book,Kampa Verlag,2019.0,Crime,0.0,German,2019-08-30,1382,0.0,0.0
Maigret und der Gehängte von Saint-Pholien,Georges Simenon,No announcer,Digital book,Kampa Verlag,2019.0,Crime,5.0,German,2019-08-30,1382,0.0,0.0
Skok w otchłań,Adam Nasielski, Robert Mazurkiewicz,Aoudio book & Digital book,Lind & Co,2020.0,Crime,3.9,Polish,2020-09-28,987,12.0,6.0
Puama E,Adam Nasielski, Robert Mazurkiewicz,Aoudio book & Digital book,Lind & Co,2020.0,Crime,4.1,Polish,2020-10-12,973,5.0,5.0
As Pik,Adam Nasielski, Robert Mazurkiewicz,Aoudio book & Digital book,Lind & Co,2020.0,Crime,4.13,Polish,2020-10-26,959,22.0,6.0
The Shifting Landscape,Katherine Kovacic, Casey Withoos,Aoudio book,Wavesound from W. F. Howes Ltd,2020.0,Crime,4.4,English,2020-09-24,991,43.0,6.0
La huella del crimen: Una introducción a la narrativa de detección,Mónica Quijano Velasco,No announcer,Digital book,Bonilla Artigas Editores,2020.0,Crime,0.0,Spanish,2020-08-24,1022,0.0,0.0
A Son of Mars,Arthur Griffiths,No announcer,Digital book,e-artnow,2020.0,Crime,0.0,English,2020-08-29,1017,0.0,0.0
Avaritia,José Manuel Aspas,No announcer,Digital book,Editorial Sargantana,2020.0,Crime,0.0,Spanish,2020-08-31,1015,0.0,0.0
Un asunto más,Alberto Giménez Prieto,No announcer,Digital book,Editorial Sargantana,2020.0,Crime,0.0,Spanish,2020-08-24,1022,0.0,0.0
La playa de la última locura,Juan Esteban Gascó,No announcer,Digital book,NPQ Editores,2020.0,Crime,0.0,Spanish,2020-08-28,1018,0.0,0.0
Waldesstille,Nadine Teuber, Juliane Hempel,Aoudio book,Hörbuchmanufaktur Berlin,2020.0,Crime,3.21,German,2020-09-04,1011,37.0,6.0
The Hermit,Thomas Rydahl, Victor Bevine,Aoudio book,Blackstone Publishing,2017.0,Crime,3.25,English,2017-01-24,2330,45.0,16.0
Mystery Tribune / Issue No.13,Kevin Egan,No announcer,Digital book,Mystery Tribune,2020.0,Crime,0.0,English,2020-08-20,1026,0.0,0.0
Schwesterngrab,Daniela Arnold, Omid-Paul Eftekhari,Aoudio book,Hörbuchmanufaktur Berlin,2020.0,Crime,4.15,German,2020-09-04,1011,18.0,6.0
Jack Porter - Tödliche Quellen,Thoralf Schmidt, Jonte Volkmann,Aoudio book,Hörbuchmanufaktur Berlin,2020.0,Crime,0.0,German,2020-09-04,1011,1.0,4.0
Der Flüsterer,Daniel Holbe, Julia Fischer,Aoudio book,Argon Verlag GmbH,2020.0,Crime,4.48,German,2020-11-20,934,31.0,10.0
Die Jagd nach dem Täter - Vol. 9,Walter Niebuhr," Helmut Peine, Franz Schafheitlin, Hanns Lothar, Hermann Lenschau, Pinkas Braun, Ulrich Matschoss, Joseph Dahmen, Guenther Jerschke, Herbert A.E. Boehme",Aoudio book,Pidax,2020.0,Crime,3.75,German,2020-10-02,983,28.0,4.0
A Detective Bass Collection,Stephen Randorf,No announcer,Digital book,Stephen Randorf,2020.0,Crime,0.0,English,2020-08-29,1017,0.0,0.0
Das Geheimnis des Roten Hauses,Franziska Franz,No announcer,Digital book,Verlag edition krimi,2020.0,Crime,0.0,German,2020-03-01,1198,0.0,0.0
Der blaue Pomander,Sophie Oliver,No announcer,Digital book,Dryas Verlag,2020.0,Crime,0.0,German,2020-03-01,1198,0.0,0.0
Blutrausch,Andreas M. Sturm,No announcer,Digital book,Verlag edition krimi,2020.0,Crime,0.0,German,2020-03-01,1198,0.0,0.0
Schweinebande,Meddi Müller,No announcer,Digital book,Verlag edition krimi,2020.0,Crime,0.0,German,2020-03-01,1198,0.0,0.0
Drop Dead Punk,Rich Zahradnik, Donald Corren,Aoudio book,Blackstone Publishing,2017.0,Crime,3.83,English,2017-02-14,2309,49.0,7.0
El despertar del vencejo,Daniel Borrego Lara,No announcer,Digital book,Terra Ignota Ediciones,2020.0,Crime,0.0,Spanish,2020-09-03,1012,0.0,0.0
Small Mercies,Alex Walters,No announcer,Digital book,Canelo Crime,2020.0,Crime,2.67,English,2020-05-11,1127,0.0,0.0
Das Geheimnis der gelben Narzissen,Edgar Wallace,No announcer,Digital book,mehrbuch,2020.0,Crime,0.0,German,2020-09-13,1002,0.0,0.0
Pretty Deceit,Anna Lee Huber, Jilly Bond,Aoudio book,W. F. Howes Ltd,2020.0,Crime,4.67,English,2020-10-01,984,52.0,11.0
Wiśniowy blues,James Lee Burke, Wojciech Masiak,Aoudio book,Storyside,2020.0,Crime,4.05,Polish,2020-11-27,927,34.0,9.0
Elektryczna mgła,James Lee Burke, Wojciech Masiak,Aoudio book,Storyside,2020.0,Crime,4.15,Polish,2020-12-22,902,47.0,10.0
Colibrì,Kati Hiekkapelto, Eleni Molos,Aoudio book,Storyside,2020.0,Crime,3.34,Italian,2020-09-25,990,10.0,14.0
An Onshore Storm,Dewey Lambdin,No announcer,Digital book,Canelo Adventure,2020.0,Crime,4.0,English,2020-10-19,966,0.0,0.0
Lost Hours,Alex Walters,No announcer,Digital book,Canelo Crime,2020.0,Crime,0.0,English,2020-11-05,949,0.0,0.0
Payback/The Bushido Way 2,M. Anthony Phillips,No announcer,Digital book,BookRix,2020.0,Crime,0.0,English,2020-06-30,1077,0.0,0.0
1. Il maniaco delle coppiette: Il Mostro di Firenze,Gianluca Ferraris, Matteo Alì,Aoudio book,Storytel Original,2020.0,Crime,4.4,Italian,2020-09-15,1000,27.0,0.0
Sherlock Holmes : Complete Collection,Arthur Conan Doyle,No announcer,Digital book,The griffin classics,2020.0,Crime,0.0,English,2020-09-02,1013,0.0,0.0
The Devil's Acolyte,Michael Jecks,No announcer,Digital book,Canelo Adventure,2020.0,Crime,0.0,English,2020-10-12,973,0.0,0.0
Winterthur 1937,Eva Ashinze,No announcer,Digital book,orte Verlag,2020.0,Crime,0.0,German,2020-09-07,1008,0.0,0.0
Bogowie deszczu,James Lee Burke, Miłogost Reczek,Aoudio book,Storyside,2020.0,Crime,4.21,Polish,2020-10-07,978,31.0,17.0
